Location,Date,A/T(¡ÆC),MI/T(¡ÆC),MA/T(¡ÆC),D/P(mm),MA/W,A/W(m/s),A/PT(¡ÆC),A/RH(%),A/SP(hPa),A/LAP(hPa),MA/SLP(hPa),MI/SLP(hPa),A/SLP(hPa),TST(hr),A/GT(¡ÆC),T/RYN
90,2015-01-27,0.3,-3.7,6.1,1.2,8.4,2.7,-2.7,82.3,5.1,1020,1023.9,1016.1,1022.3,1.1,1.1,O
90,2015-01-28,-1.6,-4.5,0.8,0.5,5.6,2,-5,77.9,4.2,1026.1,1030.2,1023.9,1028.4,3.7,0.6,X
90,2015-01-29,0.1,-2.7,2.1,,3.4,1.5,-4.5,70.9,4.4,1024.6,1029.9,1023.2,1026.9,0,-0.4,X
90,2015-01-30,1.1,-2.8,4,,7.1,3,-11.4,39,2.6,1020.1,1026.1,1020,1022.4,9,1,X
90,2015-01-31,-1.9,-4.5,1.1,,4.4,2.2,-9.5,56.5,3,1027.7,1031.7,1026,1030,9,0,X
90,2015-02-01,-0.4,-4.4,3.8,,3.7,1.8,-10.7,46.4,2.8,1029.3,1032.9,1030.8,1031.6,9.6,0.3,X
90,2015-02-02,0.2,-3.3,3.9,,3.2,1.8,-5.2,67.8,4.3,1029.4,1033,1030.7,1031.7,6.1,0.9,X
90,2015-02-03,1.1,-3,4.6,,3.1,1.7,-1.7,81.4,5.4,1026.7,1031.4,1026.1,1029,6,0.7,O
90,2015-02-04,1.3,-2.4,4.4,0.4,6.3,2.2,-1.4,83.1,5.6,1020,1026.1,1019.8,1022.3,6.5,1.3,O
90,2015-02-05,0.9,-2.5,3.7,7.5,4.9,1.8,-1.9,82.3,5.3,1019.8,1023.5,1021,1022.1,4.9,0.1,X
90,2015-02-06,3.2,-2.4,7.1,,3.3,1.6,-6.7,49.3,3.7,1019.5,1023.2,1020.6,1021.7,9.6,2.3,X
90,2015-02-07,4.4,0.8,7.1,,6.5,2.9,-6.9,44.3,3.7,1015.5,1021.4,1015,1017.8,1.8,0.5,X
90,2015-02-08,-4.9,-8.6,3.9,,7.7,3.5,-21.3,26.5,1.2,1018.6,1025.5,1014.8,1020.9,9.8,-0.8,X
90,2015-02-09,-3.1,-10.4,1.3,,9.1,4.4,-18.5,29.6,1.5,1018.9,1026.2,1016.3,1021.2,9.9,-1.9,X
90,2015-02-10,3.6,-0.9,6.5,,7.7,4,-7.8,43.1,3.5,1011.6,1018,1010.9,1013.8,9.5,0.6,X
90,2015-02-11,4.4,0.4,9.2,,6,3,-7.3,44.3,3.6,1008.2,1012.3,1008.7,1010.4,9.6,2.8,X
90,2015-02-12,0.2,-2.7,4.2,,8.7,3.4,-15.8,29,1.8,1008.8,1015.9,1008.3,1011,10.1,0.4,X
90,2015-02-13,1.1,-3.7,5.7,,5.6,3.1,-16.3,26,1.7,1013.8,1018.3,1014.5,1016.1,10.3,1.1,X
90,2015-02-14,6,-1,9.1,,6.5,3.4,-5.8,42.9,4.2,1015.1,1019.5,1014.8,1017.3,9.4,3.1,X
90,2015-02-15,6.5,3.8,9.3,,4.7,1.7,1.6,72,6.9,1020.5,1024.3,1018.4,1022.7,2.6,3.5,O
90,2015-02-16,4,1.9,6.2,16,4.6,1.6,3.4,97,7.8,1015,1022.7,1014.4,1017.3,0,3.7,O
90,2015-02-17,2.3,1.1,3.8,4,7.8,2.7,1.5,95.3,6.9,1013.1,1018.7,1011.9,1015.3,2.2,3.5,O
90,2015-02-18,2.9,1.2,5.1,1,3.5,1.6,-0.6,78.3,5.9,1018.2,1023.4,1018.7,1020.5,2.6,3.1,O
90,2015-02-19,1.2,-1.2,3.7,2.2,3.5,1.5,0.3,94.6,6.3,1024.9,1028.7,1023.4,1027.2,1.5,1.9,X
90,2015-02-20,3.4,-2.5,8.1,,5.2,2,0.1,80,6.2,1024.3,1028.6,1024.6,1026.6,9.8,3.9,O
90,2015-02-21,3.5,2.5,5,1,4.2,1.4,1.8,89.6,7,1017.4,1024.6,1015.3,1019.7,0,4,X
90,2015-02-22,6.3,2.8,14.5,,9.5,3,-1.2,64.4,5.9,1009,1015.6,1006,1011.3,7.9,6,X
90,2015-02-23,4.8,1.5,8.7,,7.1,4,-8.7,37.3,3.2,1013.7,1017.7,1014.9,1016,8.6,3.8,X
90,2015-02-24,3.2,-0.3,7.1,,5.7,2,-6,52.1,3.9,1015.2,1019.8,1015.5,1017.4,10,3.8,O
90,2015-02-25,4,-0.2,7.4,0,4.5,1.8,-1.1,70,5.7,1016.3,1021.8,1014.7,1018.6,8.4,4.9,X
90,2015-02-26,4.5,-1,8.6,,9.6,4,-7.7,43.4,3.8,1011.9,1018,1010.8,1014.1,10,5.4,X
90,2015-02-27,-0.6,-3.3,3.2,,5.6,2.5,-12.2,41.6,2.5,1023.7,1029.9,1017.8,1026,9.6,2.9,X
90,2015-02-28,3.3,-2.4,6.8,,4.4,1.7,-5.9,51.6,4.1,1024.3,1030.7,1020.3,1026.6,3,3.5,X
90,2015-03-01,5.3,2.9,8.3,,7.3,3.2,-6.8,41.8,3.7,1013.4,1020.3,1012.2,1015.6,9.4,5.9,X
90,2015-03-02,6.2,0.8,11.5,,4.4,2,-8.2,36,3.4,1014.6,1018.6,1014.7,1016.9,10.5,5.3,X
90,2015-03-03,5.4,3.7,7.5,,4.8,1.7,-2.3,58.1,5.3,1008.1,1015.5,1006.5,1010.3,1.4,5.3,X
90,2015-03-04,0.4,-2.7,4.3,,10.6,5.3,-13.6,34.8,2.2,1013.4,1023.7,1007.3,1015.7,10.7,3.5,X
90,2015-03-05,0,-3.7,4,,4.7,1.9,-10.3,46.4,2.8,1024.7,1028.5,1023.7,1027,10.3,3.9,X
90,2015-03-06,1.6,-3.9,6.3,,3.3,1.5,-3.3,71.6,5,1022.4,1027.2,1022.6,1024.7,8.3,4.3,X
90,2015-03-07,4.3,-2.1,8.8,,4.2,1.8,-1.6,66.5,5.5,1020.2,1023.7,1021.1,1022.5,10.7,5.8,X
90,2015-03-08,5.4,0.8,9.1,,3.2,1.2,0.1,70.4,6.4,1020.8,1026.2,1019,1023.1,9,6.7,X
90,2015-03-09,5.1,-2.5,11.9,,7.3,3.1,-6.8,47.9,4.3,1013.5,1019.2,1012.3,1015.7,7.4,7.8,X
90,2015-03-10,-1.1,-5,3.6,,7.9,4.4,-19.2,24.3,1.3,1016.6,1021.7,1016,1018.9,10.8,2.7,O
90,2015-03-11,2.2,-1.9,6.3,0,8.5,4.9,-13.4,31,2.3,1013.3,1019.1,1010.9,1015.6,11.1,3.1,X
90,2015-03-12,4,-1.2,9,,7.9,4,-13.3,28.3,2.3,1013.7,1017.5,1013,1015.9,11.1,5.2,X
90,2015-03-13,4.2,-0.6,8.1,,5,2.2,-5.4,51.1,4.1,1015.7,1021.4,1015.8,1017.9,10.9,8,X
90,2015-03-14,3.6,-0.9,7.7,,4,1.9,-4.1,58.4,4.7,1020.4,1025.2,1021,1022.7,10.8,6.4,X
90,2015-03-15,7.2,-0.4,15.6,,6.7,1.9,-2.4,54.4,5.2,1017.6,1021.6,1017.2,1019.9,8,8.4,X
90,2015-03-16,7,1.1,13.2,,5.5,2,2.1,71.9,7.3,1016.8,1022,1016.3,1019.1,10.6,8.9,X
90,2015-03-17,11,6,17.5,,6.9,2.4,1.3,53.6,6.8,1015,1021.2,1014.7,1017.1,2.6,8.9,O
90,2015-03-18,5.1,4.2,6.4,2.5,6,2.9,3.2,88.5,7.7,1016.2,1022.1,1015,1018.5,0,5.9,X
90,2015-03-19,6.2,4.3,9,,3.6,1.6,2.7,79,7.4,1012.6,1017,1012.6,1014.8,6.4,10.3,X
90,2015-03-20,7.5,3.8,10.2,,4.2,1.8,5,85.3,8.8,1014.8,1020.3,1014.2,1017,8.8,10.9,X
90,2015-03-21,10,2.8,18.8,,4.9,1.8,3,69.9,7.9,1011.4,1015.7,1011.5,1013.6,9.3,11,X
90,2015-03-22,10.7,6.1,17.5,,9.5,3.2,-6.8,31.1,3.9,1014.3,1021.8,1012.9,1016.5,11.1,11.6,X
90,2015-03-23,5.2,0.2,11.5,,9.3,4.2,-10.5,33.3,2.9,1020.9,1027.2,1019.9,1023.2,10.7,8.6,X
90,2015-03-24,3.8,-0.1,8.6,,3.4,1.9,-6.8,47.8,3.8,1028.3,1032.1,1027.2,1030.6,11.3,8.9,X
90,2015-03-25,4.1,-1.6,8.6,,3.4,1.4,-1.1,70.6,5.9,1031.1,1035.1,1031.9,1033.4,11.5,9.3,X
90,2015-03-26,12.2,2.4,16.6,,5.1,2.1,-4,32.1,4.6,1026.7,1032,1026.2,1028.9,11.7,12,X
90,2015-03-27,15.8,10.2,21.4,,5.8,2.7,-3.8,26.3,4.6,1018.7,1026.3,1016.8,1020.9,11.6,15.4,X
90,2015-03-28,15.1,10.5,19.3,,5,2.8,-6.6,22.1,3.8,1011.9,1017.2,1011.3,1014,9.8,14,X
90,2015-03-29,11.2,5.7,18.1,,4.4,2,2.6,59.3,7.5,1013.5,1017.9,1012.1,1015.7,9.5,15.7,X
90,2015-03-30,11.4,4.5,18.3,,4.6,1.6,5.1,69.1,9,1013.9,1018.7,1013.5,1016.1,10.6,14.7,O
90,2015-03-31,14.4,8.7,18.1,5.5,6.5,2.1,6.9,64.3,10.2,1011.9,1016.2,1011.2,1014,0,13.8,O
90,2015-04-01,6.7,5.7,9,11,7.1,2.3,6.1,96.5,9.5,1018.4,1023.7,1015.4,1020.7,2.4,9.6,O
90,2015-04-02,6.3,3.4,8.9,13,6.1,2,5.9,97.8,9.3,1005.8,1020.6,996.7,1008,0.2,8.1,O
90,2015-04-03,7.5,5.3,11.3,6.5,8.6,2.8,6.1,91.3,9.4,1004.8,1019.6,993.7,1007,5.9,11.4,X
90,2015-04-04,6.7,3.9,9.5,,3.6,1.4,3.9,83.6,8.1,1017.8,1021.7,1018.1,1020.1,2.6,9.3,O
90,2015-04-05,6.1,5.6,7.4,0.1,4.4,2,4,86.8,8.1,1013.9,1019.3,1014.1,1016.1,0,7.5,O
90,2015-04-06,6.6,4.1,10.1,0,4.4,1.6,5.4,92.5,9,1017.7,1025.9,1015.4,1020,2.3,8.8,O
90,2015-04-07,3.1,1.9,5.5,1.5,4.8,1.9,1.1,87,6.6,1025.7,1029.4,1025.8,1028,0,5.2,O
90,2015-04-08,4.5,2.2,7.9,2,3.5,1.7,3.9,96.5,8.1,1024.9,1029.5,1024.7,1027.2,3.1,7.7,X
90,2015-04-09,6,1.2,9.5,,4.8,1.9,4.4,90.6,8.4,1022.5,1027.2,1022.7,1024.8,11.4,9.1,X
90,2015-04-10,9,3.8,13.4,,4.1,2,2.7,65.8,7.5,1020.5,1023.4,1021.4,1022.7,11.5,10.9,X
90,2015-04-11,6.8,4.3,9.3,,4.4,1.9,5.3,91.3,8.9,1024.5,1029.1,1023.3,1026.8,7.4,10.7,O
90,2015-04-12,6.3,4.3,7.9,0,5.9,2.5,6.2,100,9.5,1027.4,1031.1,1028.1,1029.7,0,8.5,O
90,2015-04-13,6.1,5.2,7.1,0.1,7,3.7,5.8,98.4,9.2,1020.9,1030.5,1015.9,1023.1,0,7.1,O
90,2015-04-14,6,3.5,8.5,10.5,4.4,1.4,5,94,8.7,1007.4,1015.9,1005.5,1009.6,0,6.5,O
90,2015-04-15,13.6,4.1,19,0,8.2,2.3,4,57.5,8.1,1002.2,1007.1,1001.6,1004.3,11.4,13.3,O
90,2015-04-16,11.2,8.4,17.3,1,10.1,3.7,4.6,65.1,8.7,1002.5,1009.7,998.9,1004.7,2.4,9.6,X
90,2015-04-17,15.1,10.4,20.5,,10.1,5,-5.7,23.8,4,1009.7,1015,1009.3,1011.9,11,12,X
90,2015-04-18,16.1,10.5,22,,6.5,2.8,-2.8,29.6,5.3,1011.2,1016,1011.1,1013.4,10.9,15.4,O
90,2015-04-19,10.7,7,17,7.5,5.7,2.5,5.4,74.3,9,1008.1,1011.7,1008.6,1010.2,0,11.3,O
90,2015-04-20,8.1,4.4,11.2,21,6.8,2.3,7.4,95.9,10.3,1007.6,1012.2,1007.8,1009.8,2.6,9.1,X
90,2015-04-21,14.9,3.7,24.1,,6.2,1.9,0.6,47.9,6.7,1010.4,1014.7,1010.5,1012.5,12.7,14.1,X
90,2015-04-22,15.4,11.4,21.4,,7.8,2.6,0.1,36.5,6.4,1013.9,1018.4,1014.3,1016.1,5.6,13.3,X
90,2015-04-23,18.9,10.4,24.8,,5.4,2.3,-2.2,25.1,5.2,1014.2,1019,1012.7,1016.3,11.7,17.1,X
90,2015-04-24,15.8,10.4,19,,6,2.5,-1.5,31.4,5.6,1015.7,1019.2,1016,1017.9,12.3,19.3,X
90,2015-04-25,16.7,8.1,23.1,,5.9,2.6,0.2,34.9,6.3,1014.8,1020,1013.6,1017,12.4,19.4,X
90,2015-04-26,25,19.9,29,,10.2,5.3,4.6,27.3,8.7,1009.6,1014,1008.8,1011.7,12.3,24.3,X
90,2015-04-27,25.1,20,29.8,,7.4,3.7,4.1,26.1,8.3,1009.5,1013.5,1009.8,1011.6,12.2,26.7,X
90,2015-04-28,17.6,10.5,23.7,,5.2,2.3,3.5,42.1,7.9,1011.5,1016.1,1012,1013.6,9.5,23.4,X
90,2015-04-29,9.4,8,11.1,,3.4,1.7,7.6,89.5,10.4,1013.6,1017.7,1014.6,1015.8,1.5,15.9,X
90,2015-04-30,10.6,7,13.7,,4.7,1.9,9.8,95.6,12.2,1012,1016.2,1012.4,1014.2,10.1,20.2,X
90,2015-05-01,14,9.5,18.8,,4.5,1.3,11.5,,,1010,1013.5,1010.4,1012.1,12,22.5,O
90,2015-05-02,16,10.5,21.8,1,4,1.4,13.1,84.5,15.2,1008.7,1012.7,1008.7,1010.8,9.3,21.5,O
90,2015-05-03,16.2,13,20,3,4.1,1.3,16,99.4,18.3,1004.8,1010.1,1003.8,1006.9,0.3,19,X
90,2015-05-04,15.4,10.9,21.4,,5.6,2.2,8.1,67.4,11.3,1003.6,1009.6,1002.1,1005.7,12.5,18.5,X
90,2015-05-05,19.1,11.8,25.5,,6.6,2.6,-1.4,25.4,5.5,1005.1,1009.7,1004.2,1007.2,13.1,21.9,X
90,2015-05-06,17.8,13.1,21.4,,6.6,2.6,3.5,40.4,8,1007.2,1010.7,1007.6,1009.3,1.7,16.6,X
90,2015-05-07,13.3,10.8,18.8,,6,2.5,7.3,68.6,10.3,1009.8,1013.8,1010.4,1012,9.1,18.1,X
90,2015-05-08,16.6,10,20.3,,5.2,1.8,6.2,52.1,9.6,1009.3,1013,1010.1,1011.4,3.1,18.8,X
90,2015-05-09,13.4,9.6,20.2,,6.5,2.6,8.6,73.8,11.1,1011.5,1017.8,1010.1,1013.6,11.2,22.2,X
90,2015-05-10,11,7.8,14.7,,3.9,1.8,9,88.5,11.5,1018.1,1021.6,1017.7,1020.3,3.9,16.4,O
90,2015-05-11,11.6,7.9,15.8,3,3.5,1.5,10.1,91.4,12.4,1009.9,1021.1,998.9,1012.1,7.7,18.2,O
90,2015-05-12,16.3,11.2,20.7,1.5,7.1,3.7,7.6,60.5,10.7,993.3,999,992.7,995.4,10.8,19.2,X
90,2015-05-13,22.9,15,28.9,,8.7,4.8,5.9,34.3,9.3,995.4,1003.2,994,997.4,12.4,23.6,X
90,2015-05-14,18.5,11.8,24.6,,6.5,2.7,8,53.4,10.8,1003.2,1009.9,1002.5,1005.3,8.3,25.1,O
90,2015-05-15,11.2,10.2,13.9,0,5.4,2.7,9.8,91.6,12.1,1008.3,1012.4,1008.6,1010.5,5.5,20.3,O
90,2015-05-16,18.5,10.1,27.8,0.1,8.6,3.5,4.4,53.1,9,1005.7,1011.9,1004.3,1007.8,12.9,24.2,X
90,2015-05-17,21.1,17.4,26.5,,7.1,2.3,1.5,28.8,7,1005.7,1009.7,1005.9,1007.8,13.5,26.8,X
90,2015-05-18,20.9,15.6,24.3,,4.8,1.8,4.2,34,8.3,1000.3,1007,999,1002.4,2.8,23,O
90,2015-05-19,19.2,15.6,25.3,0.5,6.3,3.4,9.4,54.1,11.8,1000.8,1004.5,1001,1002.9,11.3,25.5,X
90,2015-05-20,16.3,13.3,19.3,,5.7,2.1,5.8,50.4,9.2,1005,1009.7,1003.3,1007.1,13.8,24.8,X
90,2015-05-21,24,13.2,29.8,,10.3,3.6,5.3,31.1,8.9,1007.3,1011.2,1007.2,1009.4,13.6,28.8,X
90,2015-05-22,26.3,22.8,30.7,,10.3,6,5.3,26.4,9,1006.2,1009.5,1006.7,1008.2,13.5,31.1,X
90,2015-05-23,23,17.8,28.1,,3.9,2,6.3,34.9,9.6,1005.6,1009.4,1005.9,1007.7,13,29.9,X
90,2015-05-24,21.4,15.7,26.1,,3.7,1.4,8.4,44.8,11.1,1004.4,1007.2,1005.9,1006.5,13.8,29.9,X
90,2015-05-25,19.2,13.7,25.7,,4.6,1.9,9.9,56.5,12.4,1005.1,1007.9,1006.2,1007.2,13.9,29.1,X
90,2015-05-26,23.3,14.1,32.6,,7.3,2,9.4,47,12,1006.1,1010,1006.2,1008.1,13.4,31.6,X
90,2015-05-27,15.2,12.8,18.4,,6.5,2.4,13.6,91.9,15.7,1008.8,1013.3,1008.3,1011,10.3,25.1,X
90,2015-05-28,15.9,14.3,18.7,,4.6,2,14.9,94.6,16.9,1008.5,1013.3,1008.3,1010.6,4.4,25.1,X
90,2015-05-29,19.3,14.2,22.7,,3.2,1.3,15.1,78.4,17.2,1004.3,1008.7,1004.5,1006.4,9,27.7,O
90,2015-05-30,19,14.2,25.8,0.1,5.1,1.6,13.3,71.9,15.3,1001.3,1004.8,1002.1,1003.4,4.6,24.3,X
90,2015-05-31,17.4,12.7,22.2,,5.9,2.2,14.7,85.4,16.7,1005.7,1010,1004.7,1007.8,13.9,25.4,X
90,2015-06-01,24.5,14.9,30.1,,5.7,2.7,9.3,41,11.8,1004.6,1007.8,1005.5,1006.6,13.4,29.1,X
90,2015-06-02,21.7,18.5,29.5,,4.4,1.7,11.8,54.9,14,1003.9,1008.7,1002.9,1006,11.9,29.5,X
90,2015-06-03,21.4,17.8,25.9,,9.1,3.3,8.2,43.9,11,1003.2,1008.5,1002.8,1005.3,13.7,30.5,X
90,2015-06-04,22.8,17.1,27.4,,6.1,2.7,8,40.8,10.9,1006.4,1010,1006.7,1008.5,12.9,31.3,O
90,2015-06-05,17.8,14.6,23.1,2,3.3,1.5,12.7,76,14.9,1004.4,1008.1,1004,1006.5,0.4,19.4,X
90,2015-06-06,17.2,12.9,21.1,,4.8,2.2,13.2,78.8,15.2,1010.7,1015.5,1008,1012.8,13.3,25,X
90,2015-06-07,17.3,14.2,22.5,,4.9,1.8,14.5,84.1,16.5,1010.3,1015.1,1010.1,1012.5,4.6,21.3,X
90,2015-06-08,18,15.1,22.3,,5.2,1.6,14.9,83.5,17,1005,1010.5,1004.4,1007.1,5.1,23.3,X
90,2015-06-09,20.4,12.7,24.6,,4.6,1.8,14,69.5,16,1003.3,1007.3,1004.3,1005.4,13.3,28.7,X
90,2015-06-10,22.3,17.7,27.1,,5.2,2.5,14.2,61.8,16.3,1005.7,1009,1006.5,1007.7,13.4,31,O
90,2015-06-11,18.8,16.2,21.7,0.2,4.6,2,17.6,93.9,20.2,1002.3,1007.3,1000.3,1004.4,7.7,28.3,O
90,2015-06-12,16.9,15.7,18.5,1.5,7.4,3.5,16,95.4,18.2,1002.3,1008.2,999.6,1004.4,0.2,19.8,O
90,2015-06-13,17.1,15.8,20,1.5,6.4,1.6,16.5,96.9,18.8,1005.4,1008.8,1003.7,1007.5,0.4,20.4,O
90,2015-06-14,17.8,16.1,22.1,2.5,4.6,1.4,17.2,97.1,19.7,1006.3,1009.2,1007.1,1008.4,4.4,21.2,X
90,2015-06-15,17.9,15.6,20.5,,4.1,1.9,17.7,99.6,20.3,1005.7,1008.7,1006.5,1007.8,6.1,23.7,X
90,2015-06-16,18.3,16.8,20.4,,3,1.4,18.1,98.9,20.8,1004.5,1007.4,1005.6,1006.6,3.6,23.9,X
90,2015-06-17,19.3,17.1,21.9,,3,1.2,18.6,96.3,21.4,1005.2,1008.2,1006.4,1007.3,0,23.8,O
90,2015-06-18,18.9,17.8,20.1,1,5.4,2.1,18.8,100,21.6,1007.3,1011.8,1007.3,1009.4,0,20.7,X
90,2015-06-19,17.7,15.7,19.8,,4.4,2.1,15.9,90,18.1,1009.4,1012.5,1010.3,1011.5,0.9,21.7,X
90,2015-06-20,18.2,14.4,21.5,,3.5,1.6,15.6,86.4,17.8,1008.3,1011.2,1009.4,1010.4,8.4,23,X
90,2015-06-21,20,16.2,23.9,,5.1,2.1,17.2,85.4,19.6,1008.5,1011.9,1009.6,1010.6,13.2,30.3,X
90,2015-06-22,19.9,16.3,23.6,,5.1,1.7,18.5,92.4,21.3,1007.5,1010.8,1008,1009.6,12.2,30.4,X
90,2015-06-23,20.3,18.5,24.5,,4,2,17.9,86.9,20.5,1010.3,1013.4,1010.4,1012.4,3.4,28.2,X
90,2015-06-24,20.9,19.3,23.7,,3.2,1.7,19.3,91.1,22.4,1008.8,1012.6,1009.3,1010.9,5,28.7,O
90,2015-06-25,20.7,19.7,23.3,0.5,4,2,19.9,96.1,23.3,1003.9,1009.3,1002.9,1006,2.5,25.6,O
90,2015-06-26,18.5,16.8,20.1,114.5,10.1,4.4,18.4,100,21.2,998.8,1005.3,998.4,1000.9,0,19,O
90,2015-06-27,18.8,17.4,22.4,1.5,4.3,2.1,16.9,89.8,19.3,1006.6,1011.4,1005,1008.7,4,22.6,X
90,2015-06-28,19.4,17.9,21.3,,4.8,2.6,17.2,87.9,19.6,1008.7,1011.9,1009.5,1010.8,6.2,21.9,X
90,2015-06-29,21.3,16.7,26.9,,4.2,2.1,18.2,84.6,21,1003.2,1010.5,1002.5,1005.3,10.8,24.5,O
90,2015-06-30,19.7,17.6,26.8,2.5,3.9,1.8,18.2,92.4,20.9,998.5,1003.4,996.6,1000.6,0,20.9,O
90,2015-07-01,22,17.3,29.6,7.5,4.9,2.6,16.6,75.8,19.2,991.5,996.7,991.3,993.5,12.6,24.3,O
90,2015-07-02,22.8,19.6,29.1,2,5.7,2,14.1,59.3,16.2,997.6,1002.3,996.4,999.6,8,20.5,O
90,2015-07-03,19.9,16.9,22.5,11,9.3,2.3,16.9,83.3,19.2,1003.8,1009.8,1002.2,1005.9,10.8,21.4,O
90,2015-07-04,19.5,16.5,22.6,0,3.9,1.9,16.4,83.6,18.6,1009.2,1012.8,1009.5,1011.3,12.2,24.3,X
90,2015-07-05,19.7,15.4,22.8,,4.5,2.3,17.3,86.9,19.8,1010.2,1013.2,1011.1,1012.3,12.7,24.9,X
90,2015-07-06,20.2,17,23.8,,4.8,2.3,17.9,87.9,20.5,1010.4,1013.5,1011.8,1012.5,12.1,26.9,X
90,2015-07-07,19.5,14.8,22.7,,4,1.9,17.3,88.4,20,1009.7,1012.6,1010.9,1011.8,5.9,22.2,O
90,2015-07-08,19.2,18.3,20.5,11,3.5,1.1,18.8,98.6,21.8,1013.1,1017.5,1011.4,1015.2,0,20.7,O
90,2015-07-09,20.1,18.2,22.5,1.5,3.3,1.2,19.2,95.3,22.3,1015.3,1018.8,1016.5,1017.4,0.9,21.8,X
90,2015-07-10,21.3,18.1,24.2,,3.8,2.2,20,93.3,23.4,1013.2,1017.1,1013.4,1015.3,9.6,24.7,X
90,2015-07-11,21.9,20.5,24.3,,4.3,1.9,21.3,96.9,25.3,1008.1,1013.4,1006.7,1010.2,8.3,27.2,O
90,2015-07-12,21.3,20.1,23.3,24,6.2,1.7,21.2,100,25.2,997.8,1006.9,989.4,999.9,0,23,X
90,2015-07-13,27.2,20,32.5,,7.3,3.1,20,67.5,23.5,986.8,994.5,986,988.8,10.7,26.8,X
90,2015-07-14,26.2,22.2,33.9,2,6.8,2.7,19,66.5,22,998.4,1003.7,994.5,1000.4,12.5,28.4,X
90,2015-07-15,21.4,19.9,25.1,,5.6,2.9,18.9,85.8,21.8,1008,1013.9,1003.7,1010.1,3.2,24.6,X
90,2015-07-16,19.8,18.3,20.7,0.4,4.8,3.1,16.4,81.5,18.7,1010.5,1013.5,1011.5,1012.6,0.5,21.5,X
90,2015-07-17,19.8,17.3,21.7,0,5.8,2.8,14.2,70.8,16.2,1007.7,1011.9,1008.4,1009.8,4.9,22.1,X
90,2015-07-18,21.4,19.4,23.9,0.1,3.2,1.6,16.4,74,18.7,1007.8,1011.6,1008.1,1009.9,1.7,24.2,X
90,2015-07-19,20.3,19.1,23,6.5,4,1.7,18.5,90.1,21.3,1010.6,1013.5,1011,1012.7,1.7,22,X
90,2015-07-20,20.2,18.1,23.8,5,2.6,1.1,19,93.8,22,1010.3,1013.5,1010.9,1012.4,5.6,22.9,X
90,2015-07-21,20.8,18.1,23.5,0.1,3.1,1.3,19.9,95.1,23.2,1006.6,1011,1007.5,1008.7,1.5,23.2,X
90,2015-07-22,21.8,20.1,24.4,0,3.4,1.6,21.6,99.4,25.9,1005.3,1008.2,1006.4,1007.4,5.8,23.9,X
90,2015-07-23,23.7,21.5,27.8,26,3.9,1.5,23.2,97.9,28.5,1004.5,1007.7,1005.2,1006.6,6.8,28,X
90,2015-07-24,23.6,22.5,25,48,3.5,1.3,23.5,100,28.9,1001.9,1006.2,1002.9,1003.9,0.3,24.7,X
90,2015-07-25,23.1,22,25.3,15,5.9,1.6,23,100,28.1,1003.1,1006.8,1004.3,1005.2,0,23.7,X
90,2015-07-26,26.2,22,30.8,0.1,3.7,1.4,23.8,88.4,29.5,1004.4,1007.7,1005,1006.4,3.6,25.9,X
90,2015-07-27,28.4,24.1,33.9,,3.5,1.6,22,69.4,26.5,1003.4,1006.4,1004.7,1005.4,10.5,29.4,X
90,2015-07-28,28.3,24.4,32.5,,4.5,1.6,22,70,26.5,1003.6,1006.3,1004.6,1005.6,8.8,30.7,X
90,2015-07-29,25,23.3,27.2,2.6,3.8,1.1,23.1,89.6,28.3,1002.5,1005.8,1003.7,1004.5,,25.7,X
90,2015-07-30,28.9,24.3,31.9,,5.9,1.9,23.3,72.8,28.7,1003.6,1007.1,1003.9,1005.6,,28.4,X
90,2015-07-31,29.4,23.7,35.4,0.3,6,2.7,21.9,65.6,26.2,1005,1009.3,1004.8,1007,,29.6,X
90,2015-08-01,24,22.1,28.2,22,4.6,1.6,22.7,92.4,27.6,1008.1,1012.5,1009.1,1010.2,,26.3,X
90,2015-08-02,24.3,22.1,27.9,2.6,4.5,1.1,22.9,92.3,28,1006.7,1010.5,1007.5,1008.8,,26.6,X
90,2015-08-03,27.6,24.5,31.2,0,3.2,1.2,24.2,82.6,30.2,1004.3,1008,1005,1006.3,,27.3,X
90,2015-08-04,29.1,25.3,32.5,,3.9,1.7,21.9,66.1,26.4,1001.9,1005.5,1002.4,1003.9,,28.1,X
90,2015-08-05,27.2,24,33,,4.2,1.6,22.4,76.6,27.1,1004.2,1008.8,1003.6,1006.3,5.7,27.4,X
90,2015-08-06,27.6,23.5,31.2,,3.7,1.6,23.7,80.5,29.3,1009.3,1013.5,1008.6,1011.3,12.5,29.8,X
90,2015-08-07,26,23.1,29.3,,3.3,1.3,24.4,91.1,30.7,1013.1,1016.3,1013.2,1015.2,8.4,30,X
90,2015-08-08,25,21.5,29.4,16.9,3.2,1.2,23.4,91.4,29,1011.4,1015.5,1011.1,1013.5,5.5,28.2,X
90,2015-08-09,26.8,21.4,30.6,,3.5,1.5,22.1,76.6,26.7,1007.2,1011.4,1007.6,1009.2,10,28.4,X
90,2015-08-10,27.3,23.9,31.4,,3.6,1.6,21.8,72.6,26.2,1005.2,1008.5,1005.7,1007.3,9.2,28.5,X
90,2015-08-11,25.7,22.3,28.8,,6.2,1.6,22.5,83.4,27.4,1004.6,1007.8,1005.2,1006.6,8.8,28.3,X
