L1cati1n,A/T(°C),MI/T(°C),MA/T(°C),D/P(mm),MA/W,A/W(m/s),A/PT(°C),A/RH(P),A/SP(hPa),A/LAP(hPa),MA/SLP(hPa),MI/SLP(hPa),A/SLP(hPa),TST(hr),A/GT(°C),T/RYN
90.00,3.40,0.10,7.00,0.00,5.90,2.80,7.20,46.60,3.60,1016.40,1024.60,1012.10,1018.70,8.60,3.20,0.00
90.00,1.30,2.80,5.90,0.00,3.30,1.40,6.60,56.00,3.80,1025.20,1029.00,1024.60,1027.50,7.90,1.30,0.00
90.00,2.40,1.30,5.00,0.00,3.20,1.60,1.60,75.30,5.50,1021.30,1028.20,1020.90,1023.60,2.20,2.60,1.00
90.00,2.20,0.80,4.50,4.00,6.30,2.90,0.30,88.10,6.30,1018.60,1022.00,1019.50,1020.90,0.00,1.00,0.00
90.00,2.80,2.50,7.30,0.00,4.10,1.80,4.30,60.50,4.40,1018.20,1021.90,1018.70,1020.50,9.10,3.10,0.00
90.00,5.10,1.00,9.30,0.00,6.20,1.90,5.60,46.10,4.00,1021.90,1027.80,1020.00,1024.20,9.10,2.90,1.00
90.00,3.50,0.60,5.90,1.50,5.10,1.90,0.70,75.60,5.90,1022.90,1027.90,1022.40,1025.20,0.00,2.00,1.00
90.00,4.50,1.60,8.20,1.00,6.20,1.80,2.30,88.90,7.30,1016.20,1022.40,1015.00,1018.50,0.00,3.50,1.00
90.00,0.30,3.70,6.10,1.20,8.40,2.70,2.70,82.30,5.10,1020.00,1023.90,1016.10,1022.30,1.10,1.10,1.00
90.00,1.60,4.50,0.80,0.50,5.60,2.00,5.00,77.90,4.20,1026.10,1030.20,1023.90,1028.40,3.70,0.60,0.00
90.00,0.10,2.70,2.10,0.00,3.40,1.50,4.50,70.90,4.40,1024.60,1029.90,1023.20,1026.90,0.00,0.40,0.00
90.00,1.10,2.80,4.00,0.00,7.10,3.00,11.40,39.00,2.60,1020.10,1026.10,1020.00,1022.40,9.00,1.00,0.00
90.00,1.90,4.50,1.10,0.00,4.40,2.20,9.50,56.50,3.00,1027.70,1031.70,1026.00,1030.00,9.00,0.00,0.00
90.00,0.40,4.40,3.80,0.00,3.70,1.80,10.70,46.40,2.80,1029.30,1032.90,1030.80,1031.60,9.60,0.30,0.00
90.00,0.20,3.30,3.90,0.00,3.20,1.80,5.20,67.80,4.30,1029.40,1033.00,1030.70,1031.70,6.10,0.90,0.00
90.00,1.10,3.00,4.60,0.00,3.10,1.70,1.70,81.40,5.40,1026.70,1031.40,1026.10,1029.00,6.00,0.70,1.00
90.00,1.30,2.40,4.40,0.40,6.30,2.20,1.40,83.10,5.60,1020.00,1026.10,1019.80,1022.30,6.50,1.30,1.00
90.00,0.90,2.50,3.70,7.50,4.90,1.80,1.90,82.30,5.30,1019.80,1023.50,1021.00,1022.10,4.90,0.10,0.00
90.00,3.20,2.40,7.10,0.00,3.30,1.60,6.70,49.30,3.70,1019.50,1023.20,1020.60,1021.70,9.60,2.30,0.00
90.00,4.40,0.80,7.10,0.00,6.50,2.90,6.90,44.30,3.70,1015.50,1021.40,1015.00,1017.80,1.80,0.50,0.00
90.00,4.90,8.60,3.90,0.00,7.70,3.50,21.30,26.50,1.20,1018.60,1025.50,1014.80,1020.90,9.80,0.80,0.00
90.00,3.10,10.40,1.30,0.00,9.10,4.40,18.50,29.60,1.50,1018.90,1026.20,1016.30,1021.20,9.90,1.90,0.00
90.00,3.60,0.90,6.50,0.00,7.70,4.00,7.80,43.10,3.50,1011.60,1018.00,1010.90,1013.80,9.50,0.60,0.00
90.00,4.40,0.40,9.20,0.00,6.00,3.00,7.30,44.30,3.60,1008.20,1012.30,1008.70,1010.40,9.60,2.80,0.00
90.00,0.20,2.70,4.20,0.00,8.70,3.40,15.80,29.00,1.80,1008.80,1015.90,1008.30,1011.00,10.10,0.40,0.00
90.00,1.10,3.70,5.70,0.00,5.60,3.10,16.30,26.00,1.70,1013.80,1018.30,1014.50,1016.10,10.30,1.10,0.00
90.00,6.00,1.00,9.10,0.00,6.50,3.40,5.80,42.90,4.20,1015.10,1019.50,1014.80,1017.30,9.40,3.10,0.00
90.00,6.50,3.80,9.30,0.00,4.70,1.70,1.60,72.00,6.90,1020.50,1024.30,1018.40,1022.70,2.60,3.50,1.00
90.00,4.00,1.90,6.20,16.00,4.60,1.60,3.40,97.00,7.80,1015.00,1022.70,1014.40,1017.30,0.00,3.70,1.00
90.00,2.30,1.10,3.80,4.00,7.80,2.70,1.50,95.30,6.90,1013.10,1018.70,1011.90,1015.30,2.20,3.50,1.00
90.00,2.90,1.20,5.10,1.00,3.50,1.60,0.60,78.30,5.90,1018.20,1023.40,1018.70,1020.50,2.60,3.10,1.00
90.00,1.20,1.20,3.70,2.20,3.50,1.50,0.30,94.60,6.30,1024.90,1028.70,1023.40,1027.20,1.50,1.90,0.00
90.00,3.40,2.50,8.10,0.00,5.20,2.00,0.10,80.00,6.20,1024.30,1028.60,1024.60,1026.60,9.80,3.90,1.00
90.00,3.50,2.50,5.00,1.00,4.20,1.40,1.80,89.60,7.00,1017.40,1024.60,1015.30,1019.70,0.00,4.00,0.00
90.00,6.30,2.80,14.50,0.00,9.50,3.00,1.20,64.40,5.90,1009.00,1015.60,1006.00,1011.30,7.90,6.00,0.00
90.00,4.80,1.50,8.70,0.00,7.10,4.00,8.70,37.30,3.20,1013.70,1017.70,1014.90,1016.00,8.60,3.80,0.00
90.00,3.20,0.30,7.10,0.00,5.70,2.00,6.00,52.10,3.90,1015.20,1019.80,1015.50,1017.40,10.00,3.80,1.00
90.00,4.00,0.20,7.40,0.00,4.50,1.80,1.10,70.00,5.70,1016.30,1021.80,1014.70,1018.60,8.40,4.90,0.00
90.00,4.50,1.00,8.60,0.00,9.60,4.00,7.70,43.40,3.80,1011.90,1018.00,1010.80,1014.10,10.00,5.40,0.00
90.00,0.60,3.30,3.20,0.00,5.60,2.50,12.20,41.60,2.50,1023.70,1029.90,1017.80,1026.00,9.60,2.90,0.00
90.00,3.30,2.40,6.80,0.00,4.40,1.70,5.90,51.60,4.10,1024.30,1030.70,1020.30,1026.60,3.00,3.50,0.00
90.00,5.30,2.90,8.30,0.00,7.30,3.20,6.80,41.80,3.70,1013.40,1020.30,1012.20,1015.60,9.40,5.90,0.00
90.00,6.20,0.80,11.50,0.00,4.40,2.00,8.20,36.00,3.40,1014.60,1018.60,1014.70,1016.90,10.50,5.30,0.00
90.00,5.40,3.70,7.50,0.00,4.80,1.70,2.30,58.10,5.30,1008.10,1015.50,1006.50,1010.30,1.40,5.30,0.00
90.00,0.40,2.70,4.30,0.00,10.60,5.30,13.60,34.80,2.20,1013.40,1023.70,1007.30,1015.70,10.70,3.50,0.00
90.00,0.00,3.70,4.00,0.00,4.70,1.90,10.30,46.40,2.80,1024.70,1028.50,1023.70,1027.00,10.30,3.90,0.00
90.00,1.60,3.90,6.30,0.00,3.30,1.50,3.30,71.60,5.00,1022.40,1027.20,1022.60,1024.70,8.30,4.30,0.00
90.00,4.30,2.10,8.80,0.00,4.20,1.80,1.60,66.50,5.50,1020.20,1023.70,1021.10,1022.50,10.70,5.80,0.00
90.00,5.40,0.80,9.10,0.00,3.20,1.20,0.10,70.40,6.40,1020.80,1026.20,1019.00,1023.10,9.00,6.70,0.00
90.00,5.10,2.50,11.90,0.00,7.30,3.10,6.80,47.90,4.30,1013.50,1019.20,1012.30,1015.70,7.40,7.80,0.00
90.00,1.10,5.00,3.60,0.00,7.90,4.40,19.20,24.30,1.30,1016.60,1021.70,1016.00,1018.90,10.80,2.70,1.00
90.00,2.20,1.90,6.30,0.00,8.50,4.90,13.40,31.00,2.30,1013.30,1019.10,1010.90,1015.60,11.10,3.10,0.00
90.00,4.00,1.20,9.00,0.00,7.90,4.00,13.30,28.30,2.30,1013.70,1017.50,1013.00,1015.90,11.10,5.20,0.00
90.00,4.20,0.60,8.10,0.00,5.00,2.20,5.40,51.10,4.10,1015.70,1021.40,1015.80,1017.90,10.90,8.00,0.00
90.00,3.60,0.90,7.70,0.00,4.00,1.90,4.10,58.40,4.70,1020.40,1025.20,1021.00,1022.70,10.80,6.40,0.00
90.00,7.20,0.40,15.60,0.00,6.70,1.90,2.40,54.40,5.20,1017.60,1021.60,1017.20,1019.90,8.00,8.40,0.00
90.00,7.00,1.10,13.20,0.00,5.50,2.00,2.10,71.90,7.30,1016.80,1022.00,1016.30,1019.10,10.60,8.90,0.00
90.00,11.00,6.00,17.50,0.00,6.90,2.40,1.30,53.60,6.80,1015.00,1021.20,1014.70,1017.10,2.60,8.90,1.00
90.00,5.10,4.20,6.40,2.50,6.00,2.90,3.20,88.50,7.70,1016.20,1022.10,1015.00,1018.50,0.00,5.90,0.00
90.00,6.20,4.30,9.00,0.00,3.60,1.60,2.70,79.00,7.40,1012.60,1017.00,1012.60,1014.80,6.40,10.30,0.00
90.00,7.50,3.80,10.20,0.00,4.20,1.80,5.00,85.30,8.80,1014.80,1020.30,1014.20,1017.00,8.80,10.90,0.00
90.00,10.00,2.80,18.80,0.00,4.90,1.80,3.00,69.90,7.90,1011.40,1015.70,1011.50,1013.60,9.30,11.00,0.00
90.00,10.70,6.10,17.50,0.00,9.50,3.20,6.80,31.10,3.90,1014.30,1021.80,1012.90,1016.50,11.10,11.60,0.00
90.00,5.20,0.20,11.50,0.00,9.30,4.20,10.50,33.30,2.90,1020.90,1027.20,1019.90,1023.20,10.70,8.60,0.00
90.00,3.80,0.10,8.60,0.00,3.40,1.90,6.80,47.80,3.80,1028.30,1032.10,1027.20,1030.60,11.30,8.90,0.00
90.00,4.10,1.60,8.60,0.00,3.40,1.40,1.10,70.60,5.90,1031.10,1035.10,1031.90,1033.40,11.50,9.30,0.00
90.00,12.20,2.40,16.60,0.00,5.10,2.10,4.00,32.10,4.60,1026.70,1032.00,1026.20,1028.90,11.70,12.00,0.00
90.00,15.80,10.20,21.40,0.00,5.80,2.70,3.80,26.30,4.60,1018.70,1026.30,1016.80,1020.90,11.60,15.40,0.00
90.00,15.10,10.50,19.30,0.00,5.00,2.80,6.60,22.10,3.80,1011.90,1017.20,1011.30,1014.00,9.80,14.00,0.00
90.00,11.20,5.70,18.10,0.00,4.40,2.00,2.60,59.30,7.50,1013.50,1017.90,1012.10,1015.70,9.50,15.70,0.00
90.00,11.40,4.50,18.30,0.00,4.60,1.60,5.10,69.10,9.00,1013.90,1018.70,1013.50,1016.10,10.60,14.70,1.00
90.00,14.40,8.70,18.10,5.50,6.50,2.10,6.90,64.30,10.20,1011.90,1016.20,1011.20,1014.00,0.00,13.80,1.00
90.00,6.70,5.70,9.00,11.00,7.10,2.30,6.10,96.50,9.50,1018.40,1023.70,1015.40,1020.70,2.40,9.60,1.00
90.00,6.30,3.40,8.90,13.00,6.10,2.00,5.90,97.80,9.30,1005.80,1020.60,996.70,1008.00,0.20,8.10,1.00
90.00,7.50,5.30,11.30,6.50,8.60,2.80,6.10,91.30,9.40,1004.80,1019.60,993.70,1007.00,5.90,11.40,0.00
90.00,6.70,3.90,9.50,0.00,3.60,1.40,3.90,83.60,8.10,1017.80,1021.70,1018.10,1020.10,2.60,9.30,1.00
90.00,6.10,5.60,7.40,0.10,4.40,2.00,4.00,86.80,8.10,1013.90,1019.30,1014.10,1016.10,0.00,7.50,1.00
90.00,6.60,4.10,10.10,0.00,4.40,1.60,5.40,92.50,9.00,1017.70,1025.90,1015.40,1020.00,2.30,8.80,1.00
90.00,3.10,1.90,5.50,1.50,4.80,1.90,1.10,87.00,6.60,1025.70,1029.40,1025.80,1028.00,0.00,5.20,1.00
90.00,4.50,2.20,7.90,2.00,3.50,1.70,3.90,96.50,8.10,1024.90,1029.50,1024.70,1027.20,3.10,7.70,0.00
90.00,6.00,1.20,9.50,0.00,4.80,1.90,4.40,90.60,8.40,1022.50,1027.20,1022.70,1024.80,11.40,9.10,0.00
90.00,9.00,3.80,13.40,0.00,4.10,2.00,2.70,65.80,7.50,1020.50,1023.40,1021.40,1022.70,11.50,10.90,0.00
90.00,6.80,4.30,9.30,0.00,4.40,1.90,5.30,91.30,8.90,1024.50,1029.10,1023.30,1026.80,7.40,10.70,1.00
90.00,6.30,4.30,7.90,0.00,5.90,2.50,6.20,100.00,9.50,1027.40,1031.10,1028.10,1029.70,0.00,8.50,1.00
90.00,6.10,5.20,7.10,0.10,7.00,3.70,5.80,98.40,9.20,1020.90,1030.50,1015.90,1023.10,0.00,7.10,1.00
90.00,6.00,3.50,8.50,10.50,4.40,1.40,5.00,94.00,8.70,1007.40,1015.90,1005.50,1009.60,0.00,6.50,1.00
90.00,13.60,4.10,19.00,0.00,8.20,2.30,4.00,57.50,8.10,1002.20,1007.10,1001.60,1004.30,11.40,13.30,1.00
90.00,11.20,8.40,17.30,1.00,10.10,3.70,4.60,65.10,8.70,1002.50,1009.70,998.90,1004.70,2.40,9.60,0.00
90.00,15.10,10.40,20.50,0.00,10.10,5.00,5.70,23.80,4.00,1009.70,1015.00,1009.30,1011.90,11.00,12.00,0.00
90.00,16.10,10.50,22.00,0.00,6.50,2.80,2.80,29.60,5.30,1011.20,1016.00,1011.10,1013.40,10.90,15.40,1.00
90.00,10.70,7.00,17.00,7.50,5.70,2.50,5.40,74.30,9.00,1008.10,1011.70,1008.60,1010.20,0.00,11.30,1.00
90.00,8.10,4.40,11.20,21.00,6.80,2.30,7.40,95.90,10.30,1007.60,1012.20,1007.80,1009.80,2.60,9.10,0.00
90.00,14.90,3.70,24.10,0.00,6.20,1.90,0.60,47.90,6.70,1010.40,1014.70,1010.50,1012.50,12.70,14.10,0.00
90.00,15.40,11.40,21.40,0.00,7.80,2.60,0.10,36.50,6.40,1013.90,1018.40,1014.30,1016.10,5.60,13.30,0.00
90.00,18.90,10.40,24.80,0.00,5.40,2.30,2.20,25.10,5.20,1014.20,1019.00,1012.70,1016.30,11.70,17.10,0.00
90.00,15.80,10.40,19.00,0.00,6.00,2.50,1.50,31.40,5.60,1015.70,1019.20,1016.00,1017.90,12.30,19.30,0.00
90.00,16.70,8.10,23.10,0.00,5.90,2.60,0.20,34.90,6.30,1014.80,1020.00,1013.60,1017.00,12.40,19.40,0.00
90.00,25.00,19.90,29.00,0.00,10.20,5.30,4.60,27.30,8.70,1009.60,1014.00,1008.80,1011.70,12.30,24.30,0.00
90.00,25.10,20.00,29.80,0.00,7.40,3.70,4.10,26.10,8.30,1009.50,1013.50,1009.80,1011.60,12.20,26.70,0.00
90.00,17.60,10.50,23.70,0.00,5.20,2.30,3.50,42.10,7.90,1011.50,1016.10,1012.00,1013.60,9.50,23.40,0.00
90.00,9.40,8.00,11.10,0.00,3.40,1.70,7.60,89.50,10.40,1013.60,1017.70,1014.60,1015.80,1.50,15.90,0.00
90.00,10.60,7.00,13.70,0.00,4.70,1.90,9.80,95.60,12.20,1012.00,1016.20,1012.40,1014.20,10.10,20.20,0.00
90.00,14.00,9.50,18.80,0.00,4.50,1.30,11.50,0.00,0.00,1010.00,1013.50,1010.40,1012.10,12.00,22.50,1.00
90.00,16.00,10.50,21.80,1.00,4.00,1.40,13.10,84.50,15.20,1008.70,1012.70,1008.70,1010.80,9.30,21.50,1.00
90.00,16.20,13.00,20.00,3.00,4.10,1.30,16.00,99.40,18.30,1004.80,1010.10,1003.80,1006.90,0.30,19.00,0.00
90.00,15.40,10.90,21.40,0.00,5.60,2.20,8.10,67.40,11.30,1003.60,1009.60,1002.10,1005.70,12.50,18.50,0.00
90.00,19.10,11.80,25.50,0.00,6.60,2.60,1.40,25.40,5.50,1005.10,1009.70,1004.20,1007.20,13.10,21.90,0.00
90.00,17.80,13.10,21.40,0.00,6.60,2.60,3.50,40.40,8.00,1007.20,1010.70,1007.60,1009.30,1.70,16.60,0.00
90.00,13.30,10.80,18.80,0.00,6.00,2.50,7.30,68.60,10.30,1009.80,1013.80,1010.40,1012.00,9.10,18.10,0.00
90.00,16.60,10.00,20.30,0.00,5.20,1.80,6.20,52.10,9.60,1009.30,1013.00,1010.10,1011.40,3.10,18.80,0.00
90.00,13.40,9.60,20.20,0.00,6.50,2.60,8.60,73.80,11.10,1011.50,1017.80,1010.10,1013.60,11.20,22.20,0.00
90.00,11.00,7.80,14.70,0.00,3.90,1.80,9.00,88.50,11.50,1018.10,1021.60,1017.70,1020.30,3.90,16.40,1.00
90.00,11.60,7.90,15.80,3.00,3.50,1.50,10.10,91.40,12.40,1009.90,1021.10,998.90,1012.10,7.70,18.20,1.00
90.00,16.30,11.20,20.70,1.50,7.10,3.70,7.60,60.50,10.70,993.30,999.00,992.70,995.40,10.80,19.20,0.00
90.00,22.90,15.00,28.90,0.00,8.70,4.80,5.90,34.30,9.30,995.40,1003.20,994.00,997.40,12.40,23.60,0.00
90.00,18.50,11.80,24.60,0.00,6.50,2.70,8.00,53.40,10.80,1003.20,1009.90,1002.50,1005.30,8.30,25.10,1.00
90.00,11.20,10.20,13.90,0.00,5.40,2.70,9.80,91.60,12.10,1008.30,1012.40,1008.60,1010.50,5.50,20.30,1.00
90.00,18.50,10.10,27.80,0.10,8.60,3.50,4.40,53.10,9.00,1005.70,1011.90,1004.30,1007.80,12.90,24.20,0.00
90.00,21.10,17.40,26.50,0.00,7.10,2.30,1.50,28.80,7.00,1005.70,1009.70,1005.90,1007.80,13.50,26.80,0.00
90.00,20.90,15.60,24.30,0.00,4.80,1.80,4.20,34.00,8.30,1000.30,1007.00,999.00,1002.40,2.80,23.00,1.00
90.00,19.20,15.60,25.30,0.50,6.30,3.40,9.40,54.10,11.80,1000.80,1004.50,1001.00,1002.90,11.30,25.50,0.00
90.00,16.30,13.30,19.30,0.00,5.70,2.10,5.80,50.40,9.20,1005.00,1009.70,1003.30,1007.10,13.80,24.80,0.00
90.00,24.00,13.20,29.80,0.00,10.30,3.60,5.30,31.10,8.90,1007.30,1011.20,1007.20,1009.40,13.60,28.80,0.00
90.00,26.30,22.80,30.70,0.00,10.30,6.00,5.30,26.40,9.00,1006.20,1009.50,1006.70,1008.20,13.50,31.10,0.00
90.00,23.00,17.80,28.10,0.00,3.90,2.00,6.30,34.90,9.60,1005.60,1009.40,1005.90,1007.70,13.00,29.90,0.00
90.00,21.40,15.70,26.10,0.00,3.70,1.40,8.40,44.80,11.10,1004.40,1007.20,1005.90,1006.50,13.80,29.90,0.00
90.00,19.20,13.70,25.70,0.00,4.60,1.90,9.90,56.50,12.40,1005.10,1007.90,1006.20,1007.20,13.90,29.10,0.00
90.00,23.30,14.10,32.60,0.00,7.30,2.00,9.40,47.00,12.00,1006.10,1010.00,1006.20,1008.10,13.40,31.60,0.00
90.00,15.20,12.80,18.40,0.00,6.50,2.40,13.60,91.90,15.70,1008.80,1013.30,1008.30,1011.00,10.30,25.10,0.00
90.00,15.90,14.30,18.70,0.00,4.60,2.00,14.90,94.60,16.90,1008.50,1013.30,1008.30,1010.60,4.40,25.10,0.00
90.00,19.30,14.20,22.70,0.00,3.20,1.30,15.10,78.40,17.20,1004.30,1008.70,1004.50,1006.40,9.00,27.70,1.00
90.00,19.00,14.20,25.80,0.10,5.10,1.60,13.30,71.90,15.30,1001.30,1004.80,1002.10,1003.40,4.60,24.30,0.00
90.00,17.40,12.70,22.20,0.00,5.90,2.20,14.70,85.40,16.70,1005.70,1010.00,1004.70,1007.80,13.90,25.40,0.00
90.00,24.50,14.90,30.10,0.00,5.70,2.70,9.30,41.00,11.80,1004.60,1007.80,1005.50,1006.60,13.40,29.10,0.00
90.00,21.70,18.50,29.50,0.00,4.40,1.70,11.80,54.90,14.00,1003.90,1008.70,1002.90,1006.00,11.90,29.50,0.00
90.00,21.40,17.80,25.90,0.00,9.10,3.30,8.20,43.90,11.00,1003.20,1008.50,1002.80,1005.30,13.70,30.50,0.00
90.00,22.80,17.10,27.40,0.00,6.10,2.70,8.00,40.80,10.90,1006.40,1010.00,1006.70,1008.50,12.90,31.30,1.00
90.00,17.80,14.60,23.10,2.00,3.30,1.50,12.70,76.00,14.90,1004.40,1008.10,1004.00,1006.50,0.40,19.40,0.00
90.00,17.20,12.90,21.10,0.00,4.80,2.20,13.20,78.80,15.20,1010.70,1015.50,1008.00,1012.80,13.30,25.00,0.00
90.00,17.30,14.20,22.50,0.00,4.90,1.80,14.50,84.10,16.50,1010.30,1015.10,1010.10,1012.50,4.60,21.30,0.00
90.00,18.00,15.10,22.30,0.00,5.20,1.60,14.90,83.50,17.00,1005.00,1010.50,1004.40,1007.10,5.10,23.30,0.00
90.00,20.40,12.70,24.60,0.00,4.60,1.80,14.00,69.50,16.00,1003.30,1007.30,1004.30,1005.40,13.30,28.70,0.00
90.00,22.30,17.70,27.10,0.00,5.20,2.50,14.20,61.80,16.30,1005.70,1009.00,1006.50,1007.70,13.40,31.00,1.00
90.00,18.80,16.20,21.70,0.20,4.60,2.00,17.60,93.90,20.20,1002.30,1007.30,1000.30,1004.40,7.70,28.30,1.00
90.00,16.90,15.70,18.50,1.50,7.40,3.50,16.00,95.40,18.20,1002.30,1008.20,999.60,1004.40,0.20,19.80,1.00
90.00,17.10,15.80,20.00,1.50,6.40,1.60,16.50,96.90,18.80,1005.40,1008.80,1003.70,1007.50,0.40,20.40,1.00
90.00,17.80,16.10,22.10,2.50,4.60,1.40,17.20,97.10,19.70,1006.30,1009.20,1007.10,1008.40,4.40,21.20,0.00
90.00,17.90,15.60,20.50,0.00,4.10,1.90,17.70,99.60,20.30,1005.70,1008.70,1006.50,1007.80,6.10,23.70,0.00
90.00,18.30,16.80,20.40,0.00,3.00,1.40,18.10,98.90,20.80,1004.50,1007.40,1005.60,1006.60,3.60,23.90,0.00
90.00,19.30,17.10,21.90,0.00,3.00,1.20,18.60,96.30,21.40,1005.20,1008.20,1006.40,1007.30,0.00,23.80,1.00
90.00,18.90,17.80,20.10,1.00,5.40,2.10,18.80,100.00,21.60,1007.30,1011.80,1007.30,1009.40,0.00,20.70,0.00
90.00,17.70,15.70,19.80,0.00,4.40,2.10,15.90,90.00,18.10,1009.40,1012.50,1010.30,1011.50,0.90,21.70,0.00
90.00,18.20,14.40,21.50,0.00,3.50,1.60,15.60,86.40,17.80,1008.30,1011.20,1009.40,1010.40,8.40,23.00,0.00
90.00,20.00,16.20,23.90,0.00,5.10,2.10,17.20,85.40,19.60,1008.50,1011.90,1009.60,1010.60,13.20,30.30,0.00
90.00,19.90,16.30,23.60,0.00,5.10,1.70,18.50,92.40,21.30,1007.50,1010.80,1008.00,1009.60,12.20,30.40,0.00
90.00,20.30,18.50,24.50,0.00,4.00,2.00,17.90,86.90,20.50,1010.30,1013.40,1010.40,1012.40,3.40,28.20,0.00
90.00,20.90,19.30,23.70,0.00,3.20,1.70,19.30,91.10,22.40,1008.80,1012.60,1009.30,1010.90,5.00,28.70,1.00
90.00,20.70,19.70,23.30,0.50,4.00,2.00,19.90,96.10,23.30,1003.90,1009.30,1002.90,1006.00,2.50,25.60,1.00
90.00,18.50,16.80,20.10,114.50,10.10,4.40,18.40,100.00,21.20,998.80,1005.30,998.40,1000.90,0.00,19.00,1.00
90.00,18.80,17.40,22.40,1.50,4.30,2.10,16.90,89.80,19.30,1006.60,1011.40,1005.00,1008.70,4.00,22.60,0.00
90.00,19.40,17.90,21.30,0.00,4.80,2.60,17.20,87.90,19.60,1008.70,1011.90,1009.50,1010.80,6.20,21.90,0.00
90.00,21.30,16.70,26.90,0.00,4.20,2.10,18.20,84.60,21.00,1003.20,1010.50,1002.50,1005.30,10.80,24.50,1.00
90.00,19.70,17.60,26.80,2.50,3.90,1.80,18.20,92.40,20.90,998.50,1003.40,996.60,1000.60,0.00,20.90,1.00
90.00,22.00,17.30,29.60,7.50,4.90,2.60,16.60,75.80,19.20,991.50,996.70,991.30,993.50,12.60,24.30,1.00
90.00,22.80,19.60,29.10,2.00,5.70,2.00,14.10,59.30,16.20,997.60,1002.30,996.40,999.60,8.00,20.50,1.00
90.00,19.90,16.90,22.50,11.00,9.30,2.30,16.90,83.30,19.20,1003.80,1009.80,1002.20,1005.90,10.80,21.40,1.00
90.00,19.50,16.50,22.60,0.00,3.90,1.90,16.40,83.60,18.60,1009.20,1012.80,1009.50,1011.30,12.20,24.30,0.00
90.00,19.70,15.40,22.80,0.00,4.50,2.30,17.30,86.90,19.80,1010.20,1013.20,1011.10,1012.30,12.70,24.90,0.00
90.00,20.20,17.00,23.80,0.00,4.80,2.30,17.90,87.90,20.50,1010.40,1013.50,1011.80,1012.50,12.10,26.90,0.00
90.00,19.50,14.80,22.70,0.00,4.00,1.90,17.30,88.40,20.00,1009.70,1012.60,1010.90,1011.80,5.90,22.20,1.00
90.00,19.20,18.30,20.50,11.00,3.50,1.10,18.80,98.60,21.80,1013.10,1017.50,1011.40,1015.20,0.00,20.70,1.00
90.00,20.10,18.20,22.50,1.50,3.30,1.20,19.20,95.30,22.30,1015.30,1018.80,1016.50,1017.40,0.90,21.80,0.00
90.00,21.30,18.10,24.20,0.00,3.80,2.20,20.00,93.30,23.40,1013.20,1017.10,1013.40,1015.30,9.60,24.70,0.00
90.00,21.90,20.50,24.30,0.00,4.30,1.90,21.30,96.90,25.30,1008.10,1013.40,1006.70,1010.20,8.30,27.20,1.00
90.00,21.30,20.10,23.30,24.00,6.20,1.70,21.20,100.00,25.20,997.80,1006.90,989.40,999.90,0.00,23.00,0.00
90.00,27.20,20.00,32.50,0.00,7.30,3.10,20.00,67.50,23.50,986.80,994.50,986.00,988.80,10.70,26.80,0.00
90.00,26.20,22.20,33.90,2.00,6.80,2.70,19.00,66.50,22.00,998.40,1003.70,994.50,1000.40,12.50,28.40,0.00
90.00,21.40,19.90,25.10,0.00,5.60,2.90,18.90,85.80,21.80,1008.00,1013.90,1003.70,1010.10,3.20,24.60,0.00
90.00,19.80,18.30,20.70,0.40,4.80,3.10,16.40,81.50,18.70,1010.50,1013.50,1011.50,1012.60,0.50,21.50,0.00
90.00,19.80,17.30,21.70,0.00,5.80,2.80,14.20,70.80,16.20,1007.70,1011.90,1008.40,1009.80,4.90,22.10,0.00
90.00,21.40,19.40,23.90,0.10,3.20,1.60,16.40,74.00,18.70,1007.80,1011.60,1008.10,1009.90,1.70,24.20,0.00
90.00,20.30,19.10,23.00,6.50,4.00,1.70,18.50,90.10,21.30,1010.60,1013.50,1011.00,1012.70,1.70,22.00,0.00
90.00,20.20,18.10,23.80,5.00,2.60,1.10,19.00,93.80,22.00,1010.30,1013.50,1010.90,1012.40,5.60,22.90,0.00
90.00,20.80,18.10,23.50,0.10,3.10,1.30,19.90,95.10,23.20,1006.60,1011.00,1007.50,1008.70,1.50,23.20,0.00
90.00,21.80,20.10,24.40,0.00,3.40,1.60,21.60,99.40,25.90,1005.30,1008.20,1006.40,1007.40,5.80,23.90,0.00
90.00,23.70,21.50,27.80,26.00,3.90,1.50,23.20,97.90,28.50,1004.50,1007.70,1005.20,1006.60,6.80,28.00,0.00
90.00,23.60,22.50,25.00,48.00,3.50,1.30,23.50,100.00,28.90,1001.90,1006.20,1002.90,1003.90,0.30,24.70,0.00
90.00,23.10,22.00,25.30,15.00,5.90,1.60,23.00,100.00,28.10,1003.10,1006.80,1004.30,1005.20,0.00,23.70,0.00
90.00,26.20,22.00,30.80,0.10,3.70,1.40,23.80,88.40,29.50,1004.40,1007.70,1005.00,1006.40,3.60,25.90,0.00
90.00,28.40,24.10,33.90,0.00,3.50,1.60,22.00,69.40,26.50,1003.40,1006.40,1004.70,1005.40,10.50,29.40,0.00
90.00,28.30,24.40,32.50,0.00,4.50,1.60,22.00,70.00,26.50,1003.60,1006.30,1004.60,1005.60,8.80,30.70,0.00
90.00,25.00,23.30,27.20,2.60,3.80,1.10,23.10,89.60,28.30,1002.50,1005.80,1003.70,1004.50,0.00,25.70,0.00
90.00,28.90,24.30,31.90,0.00,5.90,1.90,23.30,72.80,28.70,1003.60,1007.10,1003.90,1005.60,0.00,28.40,0.00
