지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr),다음날
90,2016-04-06,12.6,9.1,618,16,1253,,,,,,,6.8,160,1738,4.3,160,1739,1.7,1493,160,7,34,43,70.8,10.2,1013.3,1019.4,818,1009.7,2359,1015.5,12.9,7.2,,,,,,,,,,,15.2,4.6,,,,,,,,,,,,,,,X
90,2016-04-07,12,9.3,358,16.3,2359,,0.5,119,2.3,212,10.4,7.3,160,1741,4.8,160,1737,1.6,1413,140,9.2,43,2311,85.6,11.7,1005.7,1010.9,2359,1006.1,1539,1007.9,12.9,4.8,,,,,,,,,,,14.4,5.7,,,,,,,,,,,,,,,X
90,2016-04-08,17.6,10.5,620,23,1506,,,,,,,16.5,290,1603,7.4,270,1606,2.8,2431,290,-1.2,10,2229,32.8,6.2,1008.4,1013.7,730,1007.1,1540,1010.6,12.9,11.9,,,,,,,,,,,14.1,4.3,,,,,,,,,,,,,,,X
90,2016-04-09,18.3,10.3,2359,24.1,1337,,,,,,,16.2,290,1440,7.9,290,1145,3.8,3248,290,3.3,11,1,40.8,8.3,1007.5,1012.3,2347,1007.4,1602,1009.6,13,8.8,,,,,,,,,,,16.2,9.3,,,,,,,,,,,,,,,X
90,2016-04-10,8.2,5.8,2346,10.4,1331,,0.2,2315,0.2,2225,0.2,9.5,340,11,6.9,340,14,2.6,2206,340,2.1,42,1634,66.8,7.2,1015.4,1021.4,2349,1012.1,1,1017.6,13,0,,,,,,,,,,,10.3,4.4,,,,,,,,,,,,,,,X
90,2016-04-11,7.6,3.6,531,11.8,1407,,0,,0,,0,8.8,160,1957,5.2,160,1807,2.3,1962,160,1.8,45,1408,68.6,7,1019.8,1023.5,947,1021.1,142,1022,13,4.5,,,,,,,,,,,11.9,0.9,,,,,,,,,,,,,,,X
90,2016-04-12,8.7,3.9,139,12,1313,,,,,,,5.5,360,1446,3.5,20,1510,1.4,1199,20,5.3,66,733,79.8,9,1012.3,1021.3,10,1008.6,2400,1014.5,13.1,2.2,,,,,,,,,,,11.8,0.2,,,,,,,,,,,,,,,X
90,2016-04-13,14.4,8.7,2,19.9,1303,,0,,0,,0,7.9,180,1524,4.9,160,1541,1.8,1519,160,9.1,50,1549,71.8,11.6,1003.3,1008.8,30,1003.5,1547,1005.5,13.1,6.7,,,,,,,,,,,16.3,6.3,,,,,,,,,,,,,,,X
90,2016-04-14,13.6,7.6,433,21,1304,,,,,,,11.6,360,2014,7.8,360,2029,1.7,1508,70,7.2,27,1958,69.1,10.2,1008.9,1020.4,2302,1005.4,1,1011.1,13.2,11.1,,,,,,,,,,,17.8,4.8,,,,,,,,,,,,,,,X
90,2016-04-15,11.1,4.7,608,15.6,1316,,,,,,,13.2,160,1423,8.7,160,1352,3.2,2805,160,5.5,51,825,69.1,9.1,1016.3,1021.9,943,1015.4,1904,1018.5,13.2,11.4,,,,,,,,,,,15.2,-0.2,,,,,,,,,,,,,,,X
90,2016-04-16,14,8.4,449,22.4,1158,,2.8,2213,13.2,2125,32.3,9.9,180,1839,5.2,160,1421,1.8,1514,140,7.9,32,1413,70.6,10.8,1005.6,1016.4,156,994.2,2358,1007.7,13.2,5.4,,,,,,,,,,,15,4.7,,,,,,,,,,,,,,,X
90,2016-04-17,14,10.9,18,18,1413,,1.2,59,5,49,11.2,23.1,290,1256,10.4,270,1204,4.7,4030,270,3.9,32,1602,54.8,8.5,994.7,1007.7,2326,983.1,433,996.8,13.3,10.2,,,,,,,,,,,13.7,8.8,,,,,,,,,,,,,,,X
90,2016-04-18,11.9,6.6,2221,19.9,1353,,2,2133,5.2,2049,11.4,17.8,290,313,7.5,270,320,3.5,3014,270,1.9,20,1205,55.6,7.3,1008.9,1015.1,2143,1006.7,342,1011.1,13.3,9.2,,,,,,,,,,,12.9,3.4,,,,,,,,,,,,,,,X
90,2016-04-19,10.9,6.5,542,15.6,1415,,,,,,,8.6,160,1646,5.5,160,1645,2.4,2042,140,6.2,48,1436,73.6,9.5,1018.5,1022.9,1103,1014.3,5,1020.7,13.4,11.6,,,,,,,,,,,14.6,2.8,,,,,,,,,,,,,,,X
90,2016-04-20,14.7,8.2,32,21,1730,,0,,0,,0,7.9,270,1752,4.3,160,1458,1.5,1260,140,5.2,30,1258,54.5,8.9,1014.1,1021.8,52,1012.5,1735,1016.3,13.4,2,,,,,,,,,,,13.7,6.3,,,,,,,,,,,,,,,X
90,2016-04-21,11.4,9.3,2353,15.2,6,,0.4,110,1.7,114,9.9,7.5,180,1243,4.7,160,1247,1.4,1210,160,11,52,5,97.5,13.1,1003.7,1013.6,57,1002.4,1600,1005.9,13.4,0,,,,,,,,,,,14,7.1,,,,,,,,,,,,,,,X
90,2016-04-22,20.3,9,101,29.3,1446,,,,,,,14.1,200,1757,5.8,230,1209,2.3,2017,230,6.7,22,1048,43.9,9.9,1002.2,1009.2,2359,1001.1,1433,1004.2,13.5,11.1,,,,,,,,,,,17.5,6,,,,,,,,,,,,,,,X
90,2016-04-23,16.3,11.7,2315,19.8,1019,,,,,,,8,320,153,3.9,270,154,2,1687,290,-2.9,13,901,28.8,5.1,1009.2,1012.8,2353,1009.2,1,1011.3,13.5,10.3,,,,,,,,,,,15.9,6.3,,,,,,,,,,,,,,,X
90,2016-04-24,12.7,6.8,2346,17.7,1149,,,,,,,5.4,360,900,3.4,360,804,1.4,1241,110,1.2,28,1317,47.4,6.7,1014.5,1018.6,1129,1012.8,1,1016.6,13.5,12.2,,,,,,,,,,,15.8,3.1,,,,,,,,,,,,,,,X
90,2016-04-25,15.9,6.1,513,23.8,1600,,,,,,,10,160,1503,6.6,160,1437,2.3,1981,160,5.2,28,1509,51.1,9,1013.3,1017.1,547,1013.3,1631,1015.4,13.6,11.9,,,,,,,,,,,16.6,2.8,,,,,,,,,,,,,,,X
90,2016-04-26,12.2,9,2130,19.3,138,,,,,,,11.4,360,954,8,360,953,4.1,3578,360,6.6,38,138,70.9,9.7,1017.6,1021.2,2123,1014.5,1,1019.8,13.6,7.4,,,,,,,,,,,14.8,8.9,,,,,,,,,,,,,,,X
90,2016-04-27,9.2,8.5,2357,10.3,1220,,,,,,,6.7,340,712,4.6,340,58,2.5,2169,360,6.2,76,1221,81.9,9.5,1013.2,1019.9,1,1011.5,2357,1015.4,13.7,0,,,,,,,,,,,11.5,7.3,,,,,,,,,,,,,,,X
90,2016-04-28,9.3,6.4,2344,13.8,1711,,,,,,,7.2,360,1227,4.4,20,1207,1.9,1651,320,6.2,68,1711,81.9,9.5,1008.6,1012.5,2348,1009.6,457,1010.8,13.7,9.7,,,,,,,,,,,13.4,2.3,,,,,,,,,,,,,,,X
90,2016-04-29,12.7,5.2,506,19.1,2336,,,,,,,7.4,160,1746,4.5,160,1737,1.7,1506,160,6.9,38,2335,70.3,10,1008.6,1012.5,6,1008.4,2256,1010.7,13.7,11.9,,,,,,,,,,,17.3,1.1,,,,,,,,,,,,,,,X
90,2016-04-30,17.2,11,527,23,1824,,0,,0,,0,16.1,200,1813,7.7,360,1518,2.9,2511,160,8.9,32,139,62.4,11.4,1005.9,1011,558,1004.3,1757,1008,13.8,6,,,,,,,,,,,18.2,10.2,,,,,,,,,,,,,,,X
90,2016-05-01,13.9,10.3,2357,20.9,10,,,,,,,12.9,290,17,5.8,340,1512,2.6,2259,360,9.3,37,19,78.3,11.8,1009.9,1014.7,2203,1008,1,1012.1,13.8,1.5,,,,,,,,,,,16.6,10.3,,,,,,,,,,,,,,,X
90,2016-05-02,13,9.1,424,18.9,1707,,0.4,2235,1.8,2236,2.7,7.7,140,1348,4.5,160,1244,1.6,1420,140,10.8,60,1706,87.5,13,1009,1015.2,809,1006.6,2350,1011.2,13.8,7.9,,,,,,,,,,,18.7,9.4,,,,,,,,,,,,,,,X
90,2016-05-03,14.4,11.6,625,20.6,1507,,0.3,6,1.1,6,3.8,18.8,200,2323,8.8,230,2008,3.2,2731,160,9,45,2246,73.5,11.9,988.6,1006.6,1,984.3,1410,990.7,13.9,1.1,,,,,,,,,,,14,11.3,,,,,,,,,,,,,,,X
90,2016-05-04,16.9,12.2,203,21.3,1418,,0.2,625,0.4,631,0.6,26.2,290,933,10.7,290,1104,6.6,5670,290,2.7,28,1356,39.8,7.5,993.3,1006.7,2344,986.6,39,995.4,13.9,5.8,,,,,,,,,,,16.8,9.3,,,,,,,,,,,,,,,X
90,2016-05-05,18.2,13.3,2127,25.1,933,,,,,,,15.6,290,236,8.9,290,216,3.1,2721,290,2.7,13,918,39.5,7.7,1008.9,1013.5,1025,1006.6,3,1011,13.9,6.6,,,,,,,,,,,17.9,9.5,,,,,,,,,,,,,,,X
90,2016-05-06,13.6,11.2,1012,20.4,1959,,0.3,31,0.5,1,0.5,9.2,290,2016,5,360,639,1.9,1630,360,9.7,47,2334,80,12.1,1002.5,1009,35,1000.8,1551,1004.7,14,0.6,,,,,,,,,,,14.2,9.3,,,,,,,,,,,,,,,X
90,2016-05-07,18,13,2359,24.7,1220,,,,,,,11.5,360,845,5.7,360,846,2,1770,270,6.7,27,1211,49.9,9.9,1008.8,1017,2355,1005.5,1,1010.9,14,12.3,,,,,,,,,,,20.8,9.4,,,,,,,,,,,,,,,X
90,2016-05-08,15.6,10.9,520,20.8,919,,,,,,,6.3,160,1350,4.1,160,1347,1.4,1182,140,9.7,37,1349,70,12.1,1013.9,1018.9,818,1013.3,2319,1016.1,14,11.9,,,,,,,,,,,20.7,6.7,,,,,,,,,,,,,,,X
90,2016-05-09,15.5,12,347,21.6,1353,,,,,,,7,360,2337,5.1,360,2328,1.3,1093,160,10.7,48,1352,74.4,12.8,1008.2,1013.5,100,1008.2,1537,1010.3,14.1,2.2,,,,,,,,,,,19.4,9.5,,,,,,,,,,,,,,,X
90,2016-05-10,11.5,10.2,2356,14.1,441,,0.7,1218,2.9,1128,20.5,9.4,360,2248,6,340,2245,3.3,2844,360,10.8,82,444,95.8,12.9,1007.7,1011.5,1108,1008,1612,1009.9,14.1,0,,,,,,,,,,,13.2,9.8,,,,,,,,,,,,,,,X
90,2016-05-11,13.1,9.1,557,17.5,1308,,0.1,,0.2,,0.2,9.2,360,318,6.1,360,337,2.5,2130,110,8.5,46,1321,76.5,11.2,1006.5,1009.6,2213,1007.2,1624,1008.7,14.1,12.9,,,,,,,,,,,18,6.6,,,,,,,,,,,,,,,X
90,2016-05-12,19.3,10.4,50,25.7,1829,,,,,,,15.4,290,2211,7.5,290,2212,2.2,1911,270,8.6,21,2323,54,11.4,1006.8,1011,952,1006.7,1703,1008.9,14.2,12.5,,,,,,,,,,,19.6,7.3,,,,,,,,,,,,,,,X
90,2016-05-13,15.5,8.7,2312,21.7,1,,,,,,,13.6,360,850,9.9,360,859,2.9,2471,140,6.8,27,1,57,10.1,1018,1024.4,2104,1008.9,7,1020.2,14.2,9.9,,,,,,,,,,,19.6,4.5,,,,,,,,,,,,,,,X
90,2016-05-14,13.1,7.3,247,17,1236,,,,,,,7.6,160,1739,4.6,140,1117,2,1708,140,9.7,62,456,80.9,12.2,1021.6,1027.3,723,1020.2,2346,1023.8,14.2,11.3,,,,,,,,,,,19.3,3.8,,,,,,,,,,,,,,,X
90,2016-05-15,12.9,11.2,2303,15.3,1008,,0.6,2208,2.1,2121,4.7,7.7,360,1337,4.6,360,2108,2.2,1921,360,11.1,78,1422,89.4,13.2,1007.4,1020.2,1,1002.7,2334,1009.5,14.3,5.1,,,,,,,,,,,18.9,11,,,,,,,,,,,,,,,X
90,2016-05-16,18.7,11.2,18,23.9,1616,,0.1,,0.5,1,0.7,13.8,290,552,7.2,290,558,3.3,2837,290,2.7,18,1710,40,7.7,1003.4,1009,2354,1002.3,122,1005.6,14.3,10.6,,,,,,,,,,,18.7,10.5,,,,,,,,,,,,,,,X
90,2016-05-17,21.3,13.8,515,28.1,1439,,,,,,,8.6,180,1412,5.1,160,1402,1.9,1668,140,5.9,17,1412,38,9.4,1010.7,1014.9,2347,1009,1,1012.8,14.3,13.6,,,,,,,,,,,22.8,7.9,,,,,,,,,,,,,,,X
90,2016-05-18,21.2,15.7,2232,28.2,1052,,,,,,,8.9,140,1537,5.9,160,1427,2,1691,160,8.5,22,1425,46.6,11.1,1014.1,1017.1,924,1014.8,2,1016.2,14.4,12.9,,,,,,,,,,,25.4,9.6,,,,,,,,,,,,,,,X
90,2016-05-19,19.3,13.4,2353,27.9,1305,,,,,,,7.9,160,1646,4.7,160,1647,1.6,1379,140,10.5,24,1300,61,12.9,1015.7,1019.4,806,1016.3,1625,1017.9,14.4,13.6,,,,,,,,,,,25.8,8.3,,,,,,,,,,,,,,,X
90,2016-05-20,13.4,10.8,2347,17.7,1209,,,,,,,4.5,160,1515,3,140,1533,1.3,1120,320,12,76,2341,91.8,14.1,1017.4,1020.3,939,1018.1,47,1019.6,14.4,11.7,,,,,,,,,,,22.2,6.3,,,,,,,,,,,,,,,X
90,2016-05-21,15.9,9.9,605,20.6,1550,,,,,,,5.4,180,1818,3.3,180,1825,1.5,1269,140,11.3,51,1839,75,13.6,1017.6,1021.3,801,1018.4,1722,1019.8,14.4,12.3,,,,,,,,,,,24.3,5.8,,,,,,,,,,,,,,,X
90,2016-05-22,16.6,11,551,21.4,1300,,,,,,,5.6,140,1535,3.4,140,1522,1.2,1079,140,12.9,52,831,79.5,15.1,1016.2,1019.5,750,1017.1,1725,1018.3,14.4,12.4,,,,,,,,,,,25.3,6.8,,,,,,,,,,,,,,,X
90,2016-05-23,17,13.3,401,20.4,1434,,0,,0,,0,5.1,360,2337,3.6,360,2341,1.3,1165,110,15.1,72,1339,89.3,17.3,1010.9,1017.5,1,1009.5,2356,1013.1,14.5,8.3,,,,,,,,,,,24.4,11,,,,,,,,,,,,,,,X
90,2016-05-24,18.3,13.9,624,23.7,1520,,0.4,313,0.8,219,1.9,11.2,270,2216,5.9,290,1546,1.8,1567,250,13,47,2216,73.8,15.1,1002.3,1009.5,1,1001.8,1525,1004.4,14.5,4.3,,,,,,,,,,,19.8,14.2,,,,,,,,,,,,,,,X
90,2016-05-25,22.3,16,524,26.5,1758,,,,,,,13.8,290,150,6.7,290,119,2.5,2122,140,11.7,39,1329,51.8,13.8,1004.9,1008,1251,1004.1,30,1007,14.5,12.7,,,,,,,,,,,26.9,10.5,,,,,,,,,,,,,,,X
90,2016-05-26,21.8,18.9,754,24.3,1028,,0.1,,0.1,,0.1,9.5,180,1617,4.5,160,1622,1.9,1609,270,12.9,39,2345,58.1,15,1005.7,1008.9,2251,1006.3,1637,1007.8,14.5,0.3,,,,,,,,,,,20.2,15.2,,,,,,,,,,,,,,,X
90,2016-05-27,19.3,16.5,512,23.2,1509,,,,,,,7.7,180,1453,4.6,160,1501,1.6,1383,160,13.5,38,19,70.3,15.5,1008.5,1013.5,1010,1007.9,2350,1010.6,14.6,9.7,,,,,,,,,,,25.7,11.2,,,,,,,,,,,,,,,X
90,2016-05-28,22.5,16.5,2255,29,1101,,,,,,,9.4,180,1546,6.2,160,1547,2,1739,160,11.5,28,1655,52.9,13.7,1003.7,1008.1,1,1003.9,1701,1005.7,14.6,13.3,,,,,,,,,,,29.5,13.1,,,,,,,,,,,,,,,X
90,2016-05-29,21.5,15.5,159,27.1,1118,,,,,,,7.1,180,847,3,200,851,1.2,1025,160,11,31,1100,52.8,13.2,1000.2,1004.6,1,1000.8,1731,1002.3,14.6,7.3,,,,,,,,,,,27.1,11.4,,,,,,,,,,,,,,,X
90,2016-05-30,17.3,14.3,548,26,2323,,,,,,,8.1,360,704,5.7,360,553,2.9,2465,360,13.1,26,2322,80.8,15.3,1003.6,1008.6,1056,1002.8,1,1005.7,14.6,6.4,,,,,,,,,,,24.2,13.2,,,,,,,,,,,,,,,X
90,2016-05-31,21.8,16.9,2356,26.1,1424,,,,,,,8.3,230,28,4.4,360,1339,1.9,1627,230,11.8,25,42,55.8,14.2,1003.7,1009.6,2357,1003.6,129,1005.8,14.6,10.1,,,,,,,,,,,27.4,14,,,,,,,,,,,,,,,X
90,2016-06-01,17.8,14.4,2349,21.6,1541,,,,,,,5.8,360,937,3.8,20,944,1.5,1317,20,13.5,50,1815,77.4,15.7,1007.9,1010.7,214,1008.4,1737,1010,14.7,13.8,,,,,,,,,,,27.9,11.3,,,,,,,,,,,,,,,X
90,2016-06-02,18.7,12.6,450,23.3,1703,,0.4,2350,0.5,2308,0.5,8.5,340,2221,5.9,360,2228,2.1,1800,160,11.3,36,1808,63.6,13.6,1008.1,1011.9,2324,1008.1,1812,1010.2,14.7,13.9,,,,,,,,,,,28,8.8,,,,,,,,,,,,,,,X
90,2016-06-03,23.9,15.6,401,29.3,1808,,0.3,1,0.4,1,0.4,8.4,180,1514,5.6,160,1516,2.2,1882,140,12.6,27,2358,53.8,14.9,1005.9,1011.3,1,1006.3,1715,1007.9,14.7,12.4,,,,,,,,,,,28.3,14.2,,,,,,,,,,,,,,,X
90,2016-06-04,21.2,17.1,2350,26.1,23,,,,,,,6.9,50,630,3.6,160,1538,1.4,1233,160,12.7,23,111,60.1,14.7,1005.6,1010.4,2313,1005.9,403,1007.7,14.7,2.4,,,,,,,,,,,24,14.4,,,,,,,,,,,,,,,X
90,2016-06-05,16.9,15.3,530,19.4,1239,,,,,,,12.8,360,231,8.8,360,239,3.1,2712,360,14.3,72,154,85.3,16.3,1012.1,1016.6,2253,1010.2,1,1014.2,14.7,4.5,,,,,,,,,,,23.8,13.2,,,,,,,,,,,,,,,X
90,2016-06-06,18,15.7,235,21.9,1317,,,,,,,6.9,340,2353,4.4,360,2356,1.5,1327,110,15.2,68,1105,84.6,17.4,1012.2,1016.1,1,1012.3,1744,1014.3,14.7,3.3,,,,,,,,,,,24.2,16.8,,,,,,,,,,,,,,,X
90,2016-06-07,18.9,16.9,539,22.1,1301,,0,,0,,0,5,320,7,4,360,2,1.6,1406,50,17,76,1301,89.3,19.3,1008.6,1013.1,2,1009,1847,1010.7,14.8,4,,,,,,,,,,,27,17.3,,,,,,,,,,,,,,,X
90,2016-06-08,19.3,17.5,426,22.6,1449,,0.3,2038,0.4,2000,0.4,6,160,1928,3.6,180,1935,1.8,1517,360,18,78,1432,92.6,20.6,1007.3,1010.7,1,1008.1,1708,1009.4,14.8,2.5,,,,,,,,,,,26.3,16.5,,,,,,,,,,,,,,,X
90,2016-06-09,19.1,16.5,2345,21.6,1848,,,,,,,7.7,20,323,5.1,360,331,1.9,1626,140,17.7,81,1207,91.8,20.2,1009.7,1012.7,1102,1009.6,1,1011.8,14.8,5.7,,,,,,,,,,,25.4,15,,,,,,,,,,,,,,,X
90,2016-06-10,19.5,15.1,229,23.6,1433,,,,,,,9.2,180,1704,5.7,160,1708,2,1733,160,17.2,75,1522,87.5,19.7,1009.3,1013.3,813,1009.3,2346,1011.4,14.8,10.6,,,,,,,,,,,28.1,13,,,,,,,,,,,,,,,X
90,2016-06-11,22.9,17.6,141,27.4,1125,,0.1,,0.1,,0.1,6.7,180,1555,4.2,160,1604,1.3,1144,140,18.3,59,1556,76.6,21,1006.6,1010.4,305,1007,1924,1008.7,14.8,7.3,,,,,,,,,,,27.8,16.7,,,,,,,,,,,,,,,X
90,2016-06-12,21.9,17.6,2337,29.5,926,,8.4,1504,13.6,1628,30.9,7.9,360,2332,5.6,360,2231,2.2,1920,360,19.1,56,927,85.4,22.1,1003.3,1007.4,9,1004,1358,1005.4,14.8,4.3,,,,,,,,,,,26.6,18.8,,,,,,,,,,,,,,,X
90,2016-06-13,18.6,17.5,316,21.4,1418,,0,,0,,0,7.4,340,35,5.3,360,43,2.4,2088,360,16.8,77,1419,89.9,19.1,1001.8,1005.1,924,1002,1755,1003.9,14.8,0.2,,,,,,,,,,,21.9,18.4,,,,,,,,,,,,,,,X
90,2016-06-14,18.2,16.8,439,20,1258,,0.4,1750,0.6,1724,1.3,6.4,160,1425,4.1,160,1351,1.6,1346,160,16.9,81,1214,92.9,19.3,1002.6,1005.4,607,1003.4,102,1004.7,14.8,0,,,,,,,,,,,20.9,18,,,,,,,,,,,,,,,X
90,2016-06-15,19,17.7,154,22,1314,,1.1,932,4,930,8.8,6.5,160,1521,3.8,160,1852,1.2,1066,160,18.6,86,1319,98,21.5,998.7,1005.3,9,997.6,1957,1000.8,14.8,0.8,,,,,,,,,,,21.1,18.5,,,,,,,,,,,,,,,X
90,2016-06-16,21.7,17.7,437,28,1645,,0,,0,,0,9.6,270,2251,4.6,290,2300,2.2,1915,20,17.1,46,1600,77.5,19.5,995.4,999.4,2357,995.9,1641,997.5,14.8,7.8,,,,,,,,,,,23.1,17.5,,,,,,,,,,,,,,,X
90,2016-06-17,26.5,21.8,334,30.5,1231,,,,,,,8.7,270,1233,4.3,230,849,1.9,1668,70,14.8,36,2354,49.3,16.9,1002.6,1008.2,2252,999.3,41,1004.7,14.8,9.7,,,,,,,,,,,24.4,17,,,,,,,,,,,,,,,X
90,2016-06-18,24.4,19.9,2337,29.1,1356,,,,,,,9.6,290,231,4.3,230,144,1.7,1491,140,17.5,35,151,68.3,20.2,1007.7,1011.2,1004,1007.8,151,1009.7,14.8,12.8,,,,,,,,,,,26,18.8,,,,,,,,,,,,,,,X
90,2016-06-19,19.4,17.8,519,21.6,1514,,0,,0,,0,8.5,340,408,5.6,360,422,2.6,2264,360,17.5,77,1515,89,19.9,1005.5,1009.5,1,1005.2,1651,1007.6,14.8,4.9,,,,,,,,,,,23.7,18.2,,,,,,,,,,,,,,,X
90,2016-06-20,20.6,18.1,444,23.6,1207,,,,,,,8.7,340,738,5.2,360,747,1.6,1370,140,18.5,77,1209,88.6,21.4,1005,1008.2,1015,1006,601,1007.1,14.8,5.6,,,,,,,,,,,24.8,17.6,,,,,,,,,,,,,,,X
90,2016-06-21,20.6,18.9,524,22.4,1455,,,,,,,7,140,1613,4.1,160,1618,1.9,1647,160,18.6,80,1435,88.9,21.4,1006.6,1009.6,1112,1007.6,1938,1008.7,14.8,0.1,,,,,,,,,,,23.5,19.6,,,,,,,,,,,,,,,X
90,2016-06-22,19.4,18.9,2113,20.4,10,,0.6,1544,2.1,1548,4.3,4.4,340,1145,2.9,360,1437,1.1,955,360,19,91,1,97.9,22,1006,1009.7,43,1007.1,2107,1008.1,14.8,0,,,,,,,,,,,21.5,19.7,,,,,,,,,,,,,,,X
90,2016-06-23,20.9,18.8,418,24.4,1246,,0,,0,,0,8,180,1410,5,160,1404,1.5,1256,160,19.5,75,1400,92,22.6,1003.7,1007.9,553,1003.9,2349,1005.8,14.8,5.1,,,,,,,,,,,24.2,19.4,,,,,,,,,,,,,,,X
90,2016-06-24,19.3,16.4,2305,21.5,1154,,2.5,1755,2.7,1709,10,11.7,360,1618,7.7,360,1625,1.8,1523,180,18.7,87,1909,96.4,21.6,997,1004,5,996.3,1447,999.1,14.8,0.2,,,,,,,,,,,21.6,16,,,,,,,,,,,,,,,X
90,2016-06-25,22.8,16.7,1,28.2,1320,,,,,,,14.5,290,843,7.9,290,844,2.3,2000,290,14.3,42,1302,59.8,16.3,998.4,1004.2,2339,997,156,1000.4,14.8,9.2,,,,,,,,,,,23.3,15.6,,,,,,,,,,,,,,,X
90,2016-06-26,23.9,18.9,2323,29.4,1101,,,,,,,6.7,290,417,3.8,290,426,1.6,1392,160,15.8,39,1035,62.1,18,1005,1009.3,2307,1004,4,1007.1,14.8,14.1,,,,,,,,,,,26.6,17.3,,,,,,,,,,,,,,,X
90,2016-06-27,21.6,18.4,327,25.5,1437,,,,,,,4.3,180,1437,2.6,160,1335,0.9,807,140,17.5,59,1437,78.9,20.1,1007.2,1010.2,726,1008,1736,1009.3,14.8,3.2,,,,,,,,,,,23.5,16.9,,,,,,,,,,,,,,,X
90,2016-06-28,19.9,18.7,356,23.4,1236,,,,,,,4.8,20,1404,3.6,20,1320,1.5,1282,20,18.1,76,1237,90,20.8,1009.7,1013.3,2225,1009.5,35,1011.8,14.8,2.5,,,,,,,,,,,24.3,17.7,,,,,,,,,,,,,,,X
90,2016-06-29,21.1,19,41,24.5,1604,,0.3,116,0.3,26,0.3,4.3,160,2017,2.5,110,1252,1.3,1080,110,19.2,77,1605,89.9,22.3,1009.4,1013,710,1010.1,2327,1011.5,14.8,6.4,,,,,,,,,,,26.7,19.8,,,,,,,,,,,,,,,X
90,2016-06-30,22.2,19.8,3,25.5,1418,,1.6,1640,4.7,1616,5.2,6.4,200,1641,3,160,1453,1.4,1250,360,20.3,76,1453,89.3,23.8,1006.5,1010.7,540,1006.7,2347,1008.6,14.8,8,,,,,,,,,,,27.9,20.4,,,,,,,,,,,,,,,X
90,2016-07-01,22.6,19.7,1725,27.2,854,,4.8,1619,15.8,1541,80,8.7,360,1350,5.4,360,1357,1.2,1041,320,20.4,70,212,88,24,1003,1008,935,999.8,2357,1005.1,14.8,0.1,,,,,,,,,,,23.4,19.7,,,,,,,,,,,,,,,X
90,2016-07-02,22.7,19.7,1,25.7,1107,,3.2,34,13.5,14,14.8,9.5,160,1329,6,160,1338,2.2,1884,360,19.7,70,1329,84.1,23,1001,1004.8,2313,999.4,316,1003.1,14.8,9.3,,,,,,,,,,,25.8,19.7,,,,,,,,,,,,,,,X
90,2016-07-03,23.9,19.9,2357,27.9,1143,,,,,,,6.9,290,300,3.6,290,305,1.1,933,140,19.7,64,1144,78,22.9,1006.6,1010.6,2146,1004.5,1,1008.7,14.8,5.5,,,,,,,,,,,25,18.7,,,,,,,,,,,,,,,X
90,2016-07-04,20.2,19.1,331,22.2,1419,,2.2,2315,7.9,2151,35.7,5.2,90,2059,2.6,360,912,1.2,1031,360,19.6,90,1206,96.5,22.8,1011.2,1015.9,2132,1010.4,5,1013.3,14.8,0.1,,,,,,,,,,,22.3,17.9,,,,,,,,,,,,,,,X
90,2016-07-05,19.1,17.2,2329,20.6,1333,,8.1,735,20.3,653,206.4,10.7,340,1452,5.5,340,1517,2.5,2146,340,18.7,91,1349,97.6,21.6,1010.9,1015.5,8,1011.5,639,1013,14.7,0,,,,,,,,,,,20.3,17.6,,,,,,,,,,,,,,,X
90,2016-07-06,18.1,17,432,19.9,1554,,0.3,117,0.9,37,2.3,4.9,340,27,2.9,20,1256,1.3,1124,340,17.4,89,1608,95.8,19.8,1013.9,1016.8,1050,1014,136,1016,14.7,0,,,,,,,,,,,20.5,17.5,,,,,,,,,,,,,,,X
