瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 捞浇痢柯档(∑C),弥家 惑措嚼档(%),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),弥绊 秦搁扁拘(hPa),弥历 秦搁扁拘(hPa),乞闭 秦搁扁拘(hPa),啊炼矫埃(hr),钦拌 老炼 矫埃(hr),钦拌 老荤(MJ/m2),老 弥缴脚利汲(cm),老 弥缴利汲(cm),乞闭 傈款樊(1/10),乞闭 吝窍摸款樊(1/10),乞闭 瘤搁柯档(∑C),弥历 檬惑柯档(∑C),Rain
156,堡林,2015-02-28,2.8,-2.1,8.3,3.5,-5.2,36.0,58.5,4.4,1017.1,1030.1,1022.5,1026.2,11.4,0.1,5.4,0,0,7.9,0,3.1,-5.1,1
156,堡林,2015-03-01,3.3,1.3,6.9,1.0,-2.2,45.0,69.1,5.3,1012.3,1023.6,1019.7,1021.3,11.4,5.1,9.72,0,0,6.4,0,5.6,-1.6,0
156,堡林,2015-03-02,4.4,-1.6,11.5,0,-7.1,16.0,48.1,3.7,1011.5,1023.4,1017.1,1020.5,11.4,10.5,18.7,0,0,1.5,0.0,5.2,-5.4,1
156,堡林,2015-03-03,4.1,2.1,9.6,4.0,-0.8,52.0,71.5,5.9,1005.7,1018.8,1010.4,1014.7,11.5,2.7,7.52,0,0,9.4,0,6.7,0.6,1
156,堡林,2015-03-04,0.4,-1.8,4.5,0.0,-11.0,29.0,42.6,2.7,1014.2,1027.3,1017.9,1023.4,11.5,9.5,17.56,0,0,4.4,2.8,3.8,-3.4,0
156,堡林,2015-03-05,1.8,-3.7,7.9,0,-10.6,17.0,42.1,2.8,1017.1,1028.5,1023.5,1026.3,11.6,6.6,15.92,0,0,4.5,1.0,3.7,-6.4,0
156,堡林,2015-03-06,5.1,-0.9,13.0,0,-5.6,28.0,47.6,4.0,1014.8,1026.3,1021.4,1023.8,11.6,9.1,16.01,0,0,2.3,0.4,6.5,-4.4,0
156,堡林,2015-03-07,6.0,0.3,13.4,0,-6.7,13.0,45.3,3.9,1014.6,1025.1,1021.1,1023.6,11.6,10.7,17.82,0,0,2.1,0.0,9.7,-3.2,0
156,堡林,2015-03-08,8.6,0.4,17.3,0,-6.4,14.0,38.1,3.8,1013.7,1026.0,1019.1,1022.5,11.7,9.8,17.54,0,0,4.1,1.3,10.0,-4.0,1
156,堡林,2015-03-09,4.4,-3.0,10.2,0.5,-5.8,21.0,50.4,4.3,1013.5,1027.4,1019.3,1022.5,11.7,9.0,16.87,0,0,5.1,3.4,10.1,-3.0,1
156,堡林,2015-03-10,-1.0,-4.1,2.4,0.0,-11.8,25.0,46.0,2.6,1018.0,1028.7,1025.8,1027.2,11.7,9.9,20.14,0,0,4.3,4.3,5.7,-5.2,1
156,堡林,2015-03-11,3.9,-0.8,9.1,0.0,-6.1,26.0,50.1,3.9,1014.5,1027.1,1020.7,1023.6,11.8,10.3,16.87,0,0,4.0,4.0,5.6,-5.1,0
156,堡林,2015-03-12,5.1,-0.9,11.7,0,-9.0,12.0,39.5,3.2,1012.8,1023.8,1019.8,1021.8,11.8,10.5,19.87,0,0,2.3,1.1,8.1,-5.7,1
156,堡林,2015-03-13,5.8,3.8,7.6,3.5,2.5,45.0,80.4,7.4,1011.7,1022.8,1019.2,1020.6,11.9,0.0,1.68,0,0,8.5,4.9,5.0,-0.8,0
156,堡林,2015-03-14,5.4,0.1,12.8,0,-4.8,21.0,53.1,4.4,1015.0,1026.4,1022.5,1024.0,11.9,8.4,17.44,0,0,4.4,0.0,6.7,-3.8,0
156,堡林,2015-03-15,7.8,0.4,16.2,0,-6.6,16.0,41.4,3.8,1013.7,1024.4,1019.9,1022.6,11.9,8.7,16.66,0,0,4.1,0.0,9.6,-3.4,0
156,堡林,2015-03-16,12.8,3.6,22.1,0,-2.9,16.0,36.6,5.0,1011.7,1023.3,1017.7,1020.5,12.0,9.9,17.95,0,0,2.4,0.0,13.2,-0.1,0
156,堡林,2015-03-17,14.6,6.1,22.9,0,-0.6,15.0,40.1,5.9,1008.3,1020.2,1013.8,1016.9,12.0,6.9,15.8,0,0,5.5,1.1,13.6,1.6,1
156,堡林,2015-03-18,12.0,9.9,14.9,26.5,9.3,38.0,85.3,11.8,999.6,1014.5,1004.2,1008.2,12.0,0.0,1.4,0,0,10.0,6.3,11.9,9.9,1
156,堡林,2015-03-19,13.4,9.6,22.2,1.0,8.3,43.0,73.5,11.0,1004.9,1018.0,1008.3,1013.5,12.1,7.9,17.75,0,0,5.1,3.6,16.0,8.1,0
156,堡林,2015-03-20,13.6,8.5,22.1,0,4.0,25.0,55.4,8.2,1009.1,1019.7,1015.7,1017.7,12.1,6.5,15.06,0,0,6.6,3.3,14.6,8.2,0
156,堡林,2015-03-21,13.6,8.1,21.1,0,1.6,14.0,49.8,7.0,1008.5,1018.8,1014.7,1017.1,12.1,10.0,18.19,0,0,1.3,0.4,14.1,4.8,0
156,堡林,2015-03-22,10.1,2.9,17.7,0,-3.3,11.0,47.5,5.2,1013.1,1026.6,1018.1,1021.9,12.2,10.0,19.81,0,0,0.0,0.0,12.2,-0.1,0
156,堡林,2015-03-23,5.8,0.6,11.9,0,-9.6,13.0,35.5,3.1,1018.6,1030.0,1026.1,1027.6,12.2,11.2,22.05,0,0,0.4,0.0,9.0,-3.2,0
156,堡林,2015-03-24,5.7,0.9,13.3,0,-5.7,13.0,46.6,4.0,1022.7,1034.3,1029.7,1031.8,12.3,11.4,21.7,0,0,0.0,0.0,9.6,-2.9,0
156,堡林,2015-03-25,6.5,-1.4,16.4,0,-7.3,10.0,42.9,3.6,1026.0,1036.5,1033.0,1035.0,12.3,11.5,21.8,0,0,0.0,0.0,10.4,-4.9,0
156,堡林,2015-03-26,8.4,-0.3,18.9,0,-6.1,14.0,40.4,3.9,1024.5,1036.4,1030.1,1033.5,12.3,11.7,21.99,0,0,0.8,0.0,12.2,-4.0,0
156,堡林,2015-03-27,9.9,1.7,18.5,0,-4.9,15.0,38.8,4.3,1018.0,1032.2,1023.2,1026.9,12.4,8.3,14.97,0,0,4.4,0.0,10.6,-1.8,0
156,堡林,2015-03-28,11.4,3.6,19.2,0,-3.5,14.0,38.4,4.8,1010.6,1024.1,1015.9,1019.3,12.4,5.7,15.06,0,0,4.0,3.5,11.9,-0.4,0
156,堡林,2015-03-29,13.2,6.7,21.2,0,2.2,27.0,49.3,7.4,1009.0,1019.2,1015.3,1017.7,12.4,9.4,18.39,0,0,2.3,1.3,15.6,2.8,0
156,堡林,2015-03-30,15.3,7.6,23.3,0,5.9,16.0,58.4,9.4,1010.2,1020.6,1017.0,1018.8,12.5,10.6,20.09,0,0,0.3,0.0,17.5,3.5,1
156,堡林,2015-03-31,15.2,12.3,16.8,0.0,11.4,66.0,78.0,13.5,1006.2,1019.3,1012.2,1014.8,12.5,0.0,1.38,0,0,9.1,7.1,13.6,8.0,1
156,堡林,2015-04-01,16.0,13.4,21.7,0.0,12.7,64.0,81.3,14.8,1005.3,1016.5,1011.9,1013.8,12.6,0.8,6.6,0,0,9.8,6.9,17.7,13.3,1
156,堡林,2015-04-02,15.6,10.6,21.6,4.0,11.1,55.0,75.0,13.5,998.5,1016.1,1000.7,1007.0,12.6,6.3,14.41,0,0,7.4,6.1,16.6,8.3,1
156,堡林,2015-04-03,12.4,9.4,18.1,7.0,9.1,64.0,81.4,11.7,998.4,1012.3,1000.3,1007.0,12.6,2.2,8.68,0,0,8.0,4.6,14.9,7.4,1
156,堡林,2015-04-04,12.7,10.0,18.8,26.0,8.5,42.0,78.1,11.2,1004.3,1015.5,1010.7,1013.0,12.7,3.8,7.38,0,0,7.1,4.4,13.5,6.8,1
156,堡林,2015-04-05,12.5,11.2,14.5,4.5,10.7,79.0,89.3,12.8,1005.3,1016.1,1011.9,1013.9,12.7,0.0,3.34,0,0,10.0,5.0,13.7,11.4,1
156,堡林,2015-04-06,11.0,6.7,13.5,6.0,7.4,55.0,79.5,10.6,1009.4,1022.5,1013.8,1018.1,12.7,0.0,3.73,0,0,9.6,4.3,12.4,6.0,0
156,堡林,2015-04-07,8.1,4.5,15.5,0,2.1,44.0,67.1,7.1,1014.9,1026.8,1021.4,1023.8,12.8,3.7,13.49,0,0,8.6,5.1,11.8,2.4,0
156,堡林,2015-04-08,9.3,4.9,16.5,0,1.8,33.0,61.4,7.0,1016.8,1027.0,1023.5,1025.7,12.8,8.6,18.86,0,0,7.4,6.9,12.7,3.1,0
156,堡林,2015-04-09,10.8,6.2,17.0,0,2.2,29.0,57.5,7.2,1016.0,1027.0,1022.0,1024.8,12.9,10.0,20.17,0,0,6.0,2.8,14.6,3.6,0
156,堡林,2015-04-10,12.0,5.7,20.4,0,1.4,28.0,51.9,6.8,1013.6,1024.7,1019.5,1022.4,12.9,11.6,21.65,0,0,1.4,1.0,14.7,2.5,0
156,堡林,2015-04-11,14.0,5.8,22.6,0,0.8,18.0,45.0,6.5,1016.6,1027.6,1022.3,1025.3,12.9,11.2,22.37,0,0,1.6,0.5,16.0,2.3,1
156,堡林,2015-04-12,14.4,9.3,20.8,0.0,-1.1,13.0,38.9,5.9,1014.0,1027.3,1019.9,1022.7,13.0,1.3,11.2,0,0,8.4,3.0,13.6,5.8,1
156,堡林,2015-04-13,11.6,8.0,15.1,7.5,5.8,49.0,69.0,9.3,1007.1,1021.5,1012.0,1015.8,13.0,0.0,5.51,0,0,9.9,5.9,13.1,8.0,1
156,堡林,2015-04-14,7.8,5.8,13.9,14.5,4.3,43.0,79.8,8.3,1000.2,1013.3,1006.9,1009.0,13.0,4.7,11.62,0,0,7.1,5.9,10.5,5.0,1
156,堡林,2015-04-15,12.5,6.4,20.2,0.5,5.3,33.0,64.6,8.9,1002.4,1013.1,1008.9,1011.0,13.1,10.9,21.48,0,0,3.4,2.0,15.3,4.9,1
156,堡林,2015-04-16,11.7,6.9,21.7,0.5,5.7,44.0,67.8,9.2,1003.3,1016.6,1008.4,1012.0,13.1,5.0,20.79,0,0,4.4,2.1,11.7,4.0,0
156,堡林,2015-04-17,12.1,4.3,20.2,0,-0.9,14.0,46.9,5.9,1009.4,1020.1,1016.2,1018.1,13.1,12.1,23.35,0,0,1.6,0.0,14.6,0.6,1
156,堡林,2015-04-18,15.2,8.4,23.5,2.0,-0.4,13.0,41.0,6.6,1006.3,1019.0,1011.8,1014.9,13.2,4.5,13.51,0,0,8.0,5.9,14.3,4.1,1
156,堡林,2015-04-19,17.2,13.8,19.2,1.0,14.4,75.0,84.1,16.4,997.4,1012.5,1002.2,1005.8,13.2,0.0,4.23,0,0,10.0,5.4,17.0,13.4,1
156,堡林,2015-04-20,13.5,10.9,17.1,10.5,12.1,87.0,91.8,14.2,997.4,1013.7,1000.7,1006.0,13.2,0.0,2.16,0,0,9.0,5.4,14.9,8.2,0
156,堡林,2015-04-21,14.3,8.2,23.0,0,2.8,20.0,53.9,7.9,1007.9,1018.9,1013.5,1016.5,13.3,9.3,23.08,0,0,2.4,0.4,16.8,4.8,0
156,堡林,2015-04-22,13.9,7.1,21.1,0,3.3,21.0,52.5,7.8,1011.2,1023.0,1018.0,1019.9,13.3,11.2,21.83,0,0,2.4,0.4,15.4,3.6,0
156,堡林,2015-04-23,14.5,6.8,22.9,0,1.4,16.0,48.1,7.0,1013.5,1024.2,1020.2,1022.2,13.3,10.3,20.14,0,0,4.3,0.0,15.3,4.0,0
156,堡林,2015-04-24,15.7,9.0,23.5,0,5.0,33.0,50.8,8.8,1011.8,1022.2,1018.0,1020.4,13.4,10.6,19.48,0,0,3.5,0.0,17.0,5.6,0
156,堡林,2015-04-25,17.1,8.7,26.5,0,0.1,13.0,40.1,6.5,1012.1,1022.3,1018.2,1020.7,13.4,12.6,25.21,0,0,0.0,0.0,20.6,4.0,0
156,堡林,2015-04-26,18.5,8.8,28.2,0,1.7,16.0,36.6,7.0,1011.4,1021.8,1017.3,1019.9,13.4,12.3,24.45,0,0,0.0,0.0,21.6,4.2,0
156,堡林,2015-04-27,19.0,10.9,27.7,0,1.9,13.0,36.1,7.2,1006.5,1019.9,1014.0,1015.0,13.5,12.4,23.86,0,0,2.8,0.3,22.3,6.0,1
156,堡林,2015-04-28,17.0,14.7,23.8,22.5,12.8,42.0,77.5,14.9,1004.2,1015.6,1010.4,1012.7,13.5,1.5,7.14,0,0,9.3,6.8,17.5,12.7,1
156,堡林,2015-04-29,17.8,14.5,22.5,39.0,13.9,60.0,79.0,15.9,1001.8,1011.7,1009.0,1010.3,13.5,1.6,9.52,0,0,9.6,6.4,19.3,14.4,0
156,堡林,2015-04-30,19.6,14.9,24.8,0,13.3,45.0,68.6,15.3,1004.4,1015.0,1011.1,1012.7,13.6,4.9,15.0,0,0,6.3,6.3,20.9,13.0,0
156,堡林,2015-05-01,20.2,15.0,25.9,0,14.2,46.0,70.4,16.2,1005.6,1015.7,1011.7,1014.0,13.6,7.5,18.42,0,0,4.3,4.3,20.7,12.6,1
156,堡林,2015-05-02,20.2,15.6,25.7,3.4,13.7,44.0,68.9,15.8,1003.6,1015.0,1008.8,1012.0,13.6,7.6,19.07,0,0,6.5,3.3,21.1,12.7,1
156,堡林,2015-05-03,18.2,15.2,20.5,7.7,15.6,75.0,85.5,17.8,997.7,1009.0,1004.5,1006.1,13.7,0.0,3.4,0,0,10.0,6.0,19.1,15.6,0
156,堡林,2015-05-04,15.1,9.9,21.7,0,3.2,18.0,51.1,8.5,1002.8,1015.2,1008.0,1011.3,13.7,10.7,23.68,0,0,4.4,1.0,18.4,6.8,0
156,堡林,2015-05-05,14.1,6.5,22.2,0,0.5,23.0,43.1,6.4,1004.2,1015.0,1010.1,1012.8,13.7,12.6,26.85,0,0,1.9,0.0,17.6,3.3,0
156,堡林,2015-05-06,15.5,8.3,23.1,0,3.7,18.0,49.3,8.0,1003.4,1014.0,1010.3,1011.9,13.8,5.3,17.03,0,0,6.9,2.1,17.0,5.4,0
156,堡林,2015-05-07,17.5,9.9,26.1,0,1.7,14.0,39.8,7.1,1004.6,1015.0,1011.2,1013.0,13.8,12.0,25.54,0,0,0.9,0.0,21.5,6.1,1
156,堡林,2015-05-08,18.1,10.2,24.8,0.0,5.8,27.0,46.5,9.3,1005.1,1015.6,1010.8,1013.6,13.8,8.1,20.43,0,0,6.3,3.4,21.0,6.6,1
156,堡林,2015-05-09,18.0,13.2,25.3,1.5,10.6,34.0,64.9,12.8,1004.6,1016.0,1010.0,1013.1,13.8,9.3,23.19,0,0,4.5,3.5,24.0,12.0,0
156,堡林,2015-05-10,19.1,12.1,27.1,0,11.5,29.0,64.5,13.6,1009.0,1019.9,1015.4,1017.4,13.9,11.2,24.71,0,0,1.5,1.3,25.1,9.9,1
156,堡林,2015-05-11,17.6,14.4,21.6,19.0,12.1,41.0,72.3,14.3,1002.4,1019.3,1002.1,1010.9,13.9,0.0,7.48,0,0,9.4,6.3,18.8,11.8,1
156,堡林,2015-05-12,15.8,11.9,20.8,10.5,9.3,44.0,67.3,11.8,996.1,1007.0,1002.0,1004.6,13.9,11.7,24.42,0,0,4.1,3.3,19.5,11.9,0
156,堡林,2015-05-13,20.1,13.9,26.3,0,7.5,25.0,47.9,10.6,1000.0,1010.6,1005.4,1008.3,13.9,12.9,26.85,0,0,0.6,0.0,20.6,10.9,0
156,堡林,2015-05-14,22.1,17.1,27.6,0,12.9,27.0,57.5,15.5,1000.6,1010.5,1006.9,1008.9,14.0,6.8,19.92,0,0,6.8,5.4,22.4,11.6,1
156,堡林,2015-05-15,20.8,16.7,25.8,1.0,16.4,60.0,76.9,18.7,1001.1,1010.9,1007.5,1009.4,14.0,1.8,12.03,0,0,8.6,5.9,22.3,15.8,0
156,堡林,2015-05-16,19.6,14.2,26.7,0,6.0,16.0,49.3,10.1,1002.3,1013.1,1009.2,1010.7,14.0,12.7,27.05,0,0,2.0,0.8,23.8,10.2,0
156,堡林,2015-05-17,19.2,11.2,27.0,0,3.5,15.0,40.1,8.0,1002.9,1013.9,1009.0,1011.3,14.0,9.2,21.07,0,0,6.1,2.9,21.1,7.8,1
156,堡林,2015-05-18,16.1,12.8,18.7,2.0,10.3,36.0,69.5,12.6,997.6,1009.1,1003.1,1006.0,14.1,0.2,6.63,0,0,8.8,5.5,17.6,12.3,0
156,堡林,2015-05-19,18.8,13.5,26.4,0,13.2,42.0,72.3,15.2,998.8,1009.0,1005.0,1007.2,14.1,10.0,23.45,0,0,1.8,1.8,23.2,10.6,0
156,堡林,2015-05-20,17.3,12.8,23.3,0,6.3,23.0,52.9,9.8,1001.4,1014.2,1007.5,1009.9,14.1,13.2,28.02,0,0,1.4,0.5,24.6,9.9,0
156,堡林,2015-05-21,18.7,10.6,27.4,0,6.5,17.0,50.4,9.8,1006.9,1017.1,1013.6,1015.4,14.2,12.0,27.16,0,0,3.9,0.0,24.9,8.3,0
156,堡林,2015-05-22,21.2,14.8,28.3,0,7.0,14.0,44.1,10.2,1006.3,1017.3,1012.1,1014.7,14.2,8.9,22.66,0,0,7.6,1.3,27.6,11.6,0
156,堡林,2015-05-23,20.9,16.9,26.9,0,9.1,23.0,49.5,11.7,1003.0,1014.1,1008.7,1011.3,14.2,5.2,14.67,0,0,8.0,4.4,26.1,14.1,0
156,堡林,2015-05-24,21.1,14.4,29.1,0,6.8,21.0,44.3,10.1,1000.5,1010.5,1006.4,1008.8,14.2,13.1,26.8,0,0,2.8,1.9,28.6,11.6,0
156,堡林,2015-05-25,20.7,13.3,29.5,0,4.8,20.0,37.8,8.7,1001.5,1011.8,1007.9,1009.9,14.2,13.4,27.67,0,0,0.0,0.0,28.6,9.6,0
156,堡林,2015-05-26,22.6,13.3,33.1,0,6.7,15.0,41.0,9.9,1003.3,1013.7,1009.2,1011.6,14.3,13.3,28.19,0,0,2.3,0.0,30.2,9.4,0
156,堡林,2015-05-27,23.6,15.0,31.6,0,8.0,19.0,39.6,10.7,1001.9,1011.9,1007.3,1010.2,14.3,11.6,26.95,0,0,4.3,0.9,31.2,10.5,0
156,堡林,2015-05-28,24.2,18.8,31.7,0,9.0,17.0,41.6,11.6,1000.6,1010.8,1006.6,1008.9,14.3,9.8,24.53,0,0,3.1,3.1,30.7,15.4,1
156,堡林,2015-05-29,23.9,16.7,31.0,0.0,10.4,26.0,44.8,12.6,999.4,1010.4,1005.1,1007.7,14.3,11.3,23.64,0,0,5.5,3.9,31.5,13.3,1
156,堡林,2015-05-30,19.2,16.4,22.9,3.5,14.6,47.0,75.3,16.6,997.2,1007.1,1003.2,1005.6,14.3,2.7,11.22,0,0,7.5,4.6,22.0,14.2,0
156,堡林,2015-05-31,21.8,15.5,29.7,0,13.9,35.0,63.0,15.9,1000.0,1010.5,1006.1,1008.3,14.3,10.6,25.12,0,0,2.9,1.5,27.9,13.0,0
156,堡林,2015-06-01,23.1,16.4,30.4,0,13.6,30.0,58.6,15.6,1002.0,1011.3,1008.6,1010.2,14.4,12.0,25.55,0,0,5.4,0.0,29.8,13.7,0
156,堡林,2015-06-02,21.6,18.7,26.3,0,15.1,49.0,67.3,17.2,999.8,1011.1,1005.8,1008.1,14.4,0.7,9.81,0,0,9.1,3.6,25.6,16.2,0
156,堡林,2015-06-03,22.4,18.3,28.2,0,7.0,21.0,40.8,10.5,999.6,1011.5,1005.4,1007.9,14.4,11.7,28.13,0,0,4.6,0.4,31.4,12.8,0
156,堡林,2015-06-04,23.3,15.5,30.5,0,5.7,19.0,34.4,9.2,1002.1,1012.7,1008.3,1010.4,14.4,10.4,25.49,0,0,4.9,3.3,30.1,10.2,1
156,堡林,2015-06-05,18.3,14.5,23.1,1.5,9.8,27.0,59.3,12.2,998.6,1009.7,1004.5,1007.0,14.4,5.8,14.71,0,0,6.3,4.0,22.8,12.3,0
156,堡林,2015-06-06,21.0,13.9,29.3,0,11.1,29.0,56.4,13.3,1004.5,1016.0,1009.1,1012.9,14.4,12.6,25.38,0,0,1.8,0.4,28.7,11.2,0
156,堡林,2015-06-07,21.6,16.6,28.1,0,10.3,28.0,50.8,12.7,1005.4,1016.4,1011.6,1013.8,14.5,8.8,23.21,0,0,7.1,0.5,28.1,13.7,1
156,堡林,2015-06-08,19.8,17.2,24.3,3.5,16.1,56.0,80.1,18.4,999.4,1012.4,1005.2,1007.8,14.5,0.0,5.68,0,0,9.0,4.5,22.0,14.3,0
156,堡林,2015-06-09,22.5,17.2,29.2,0,15.9,34.0,69.3,18.1,999.0,1009.4,1006.0,1007.3,14.5,8.2,20.78,0,0,6.8,2.9,28.0,15.5,0
156,堡林,2015-06-10,24.4,18.1,31.4,0,14.2,28.0,56.4,16.3,999.5,1010.0,1005.9,1007.8,14.5,12.8,24.76,0,0,6.1,0.5,30.3,15.7,1
156,堡林,2015-06-11,23.1,20.3,25.9,0.2,18.0,55.0,73.6,20.7,994.6,1007.0,1001.0,1002.8,14.5,0.4,7.29,0,0,9.9,7.6,24.9,17.6,0
156,堡林,2015-06-12,25.7,20.1,31.9,0,13.0,21.0,50.5,15.5,996.6,1006.7,1002.9,1004.7,14.5,11.4,25.7,0,0,2.8,1.3,32.8,18.3,0
156,堡林,2015-06-13,24.3,20.4,29.0,0,15.4,43.0,58.8,17.6,998.9,1009.0,1005.8,1007.1,14.5,3.7,13.8,0,0,6.8,3.6,28.6,17.7,1
156,堡林,2015-06-14,21.7,19.1,26.9,33.5,17.1,56.0,76.4,19.6,999.5,1009.0,1005.6,1007.8,14.5,4.0,10.53,0,0,7.4,5.0,24.7,15.8,0
156,堡林,2015-06-15,23.8,20.4,30.1,0,18.4,42.0,73.6,21.2,999.2,1008.7,1005.8,1007.5,14.5,4.6,16.31,0,0,8.1,4.5,26.6,19.8,1
156,堡林,2015-06-16,23.3,20.2,29.4,0.0,17.6,46.0,72.1,20.1,997.3,1007.9,1003.4,1005.6,14.5,7.4,17.76,0,0,7.1,3.9,24.9,19.0,1
156,堡林,2015-06-17,21.3,19.5,24.2,0.0,17.0,67.0,77.3,19.4,996.5,1006.1,1003.2,1004.8,14.5,0.1,5.43,0,0,9.5,5.9,22.5,18.9,1
156,堡林,2015-06-18,24.1,18.5,31.2,0.0,16.9,34.0,67.3,19.3,996.5,1007.3,1002.6,1004.7,14.5,9.8,22.99,0,0,7.9,5.0,29.7,16.3,0
156,堡林,2015-06-19,23.7,20.5,29.5,0,18.9,53.0,75.6,21.8,1000.1,1010.7,1006.6,1008.3,14.5,6.2,20.55,0,0,6.9,5.6,32.1,18.4,1
156,堡林,2015-06-20,20.4,18.7,23.1,12.5,18.7,71.0,90.0,21.5,1001.0,1010.4,1007.7,1009.3,14.5,0.5,8.35,0,0,9.6,5.3,22.0,17.5,1
156,堡林,2015-06-21,21.8,18.7,26.5,0.0,17.8,54.0,79.4,20.4,1001.7,1011.8,1008.5,1010.0,14.5,2.3,13.85,0,0,7.1,7.1,24.0,16.9,0
156,堡林,2015-06-22,22.5,18.3,28.4,0,17.2,48.0,74.1,19.6,1002.2,1012.1,1008.5,1010.5,14.5,6.9,22.93,0,0,6.8,6.0,26.5,16.2,0
156,堡林,2015-06-23,24.3,19.0,29.9,0,17.9,46.0,68.9,20.5,1002.2,1011.9,1008.8,1010.5,14.5,7.8,20.91,0,0,6.8,2.3,28.2,16.9,1
156,堡林,2015-06-24,23.3,21.0,25.8,0.0,18.5,54.0,74.9,21.3,1000.6,1010.7,1006.7,1008.9,14.5,0.3,10.22,0,0,8.4,4.1,26.0,18.7,1
156,堡林,2015-06-25,22.2,19.9,26.0,19.7,19.2,59.0,84.5,22.3,993.8,1007.5,996.7,1002.1,14.5,0.2,9.1,0,0,9.5,5.1,24.8,18.0,1
156,堡林,2015-06-26,21.9,20.4,24.6,8.8,20.1,74.0,90.3,23.6,988.3,1003.3,992.0,996.5,14.5,1.3,9.33,0,0,9.8,7.0,24.0,19.2,1
156,堡林,2015-06-27,21.7,19.4,25.1,0.3,19.2,70.0,86.4,22.3,998.1,1009.9,1002.3,1006.4,14.5,0.7,10.04,0,0,9.5,6.1,25.1,18.4,1
156,堡林,2015-06-28,24.0,19.4,30.7,0.0,19.3,47.0,77.6,22.5,1001.4,1011.5,1007.8,1009.6,14.5,9.8,26.59,0,0,5.8,3.6,27.0,18.1,0
156,堡林,2015-06-29,24.0,20.8,28.3,0,19.8,48.0,78.5,23.1,999.0,1011.0,1004.7,1007.2,14.5,2.2,15.62,0,0,9.0,4.4,27.3,20.0,1
156,堡林,2015-06-30,20.2,19.0,23.0,16.1,19.2,70.0,94.6,22.2,990.7,1005.8,994.7,999.0,14.5,0.0,5.19,0,0,10.0,5.3,22.9,19.6,1
156,堡林,2015-07-01,22.5,19.1,27.5,0.2,18.5,56.0,79.5,21.3,989.8,1002.1,994.5,998.0,14.5,9.0,23.99,0,0,5.3,3.4,25.6,17.5,0
156,堡林,2015-07-02,22.9,17.6,28.2,0,17.5,40.0,74.8,20.2,994.4,1004.6,1001.3,1002.6,14.5,9.0,25.36,0,0,4.9,2.9,27.7,15.4,0
156,堡林,2015-07-03,23.8,20.6,28.3,0,16.3,36.0,65.8,18.8,997.9,1008.9,1003.9,1006.2,14.5,7.6,23.84,0,0,7.4,1.3,28.8,17.5,1
156,堡林,2015-07-04,22.7,18.2,28.2,0.0,15.9,41.0,67.9,18.1,1001.4,1012.2,1008.1,1009.7,14.5,8.0,25.85,0,0,7.3,3.6,30.0,15.8,1
156,堡林,2015-07-05,23.1,19.5,27.8,0.0,17.4,51.0,71.3,19.8,1003.1,1012.8,1009.2,1011.4,14.5,6.3,18.87,0,0,7.3,6.5,29.4,17.9,0
156,堡林,2015-07-06,23.0,19.3,26.3,0,18.3,55.0,75.3,21.0,1002.9,1012.3,1010.1,1011.2,14.4,2.9,14.15,0,0,8.8,2.3,27.1,17.8,1
156,堡林,2015-07-07,20.2,18.5,22.6,20.8,19.0,80.0,93.5,22.0,1000.9,1011.1,1007.8,1009.3,14.4,0.0,6.64,0,0,10.0,5.6,22.3,19.0,1
156,堡林,2015-07-08,22.3,19.1,24.8,10.3,21.6,87.0,96.6,25.9,1001.3,1012.1,1007.5,1009.5,14.4,0.0,8.0,0,0,10.0,6.3,23.9,19.6,1
156,堡林,2015-07-09,25.3,21.7,30.5,37.1,23.3,69.0,89.3,28.6,1004.7,1014.3,1011.6,1013.0,14.4,4.1,15.02,0,0,7.6,5.3,27.5,21.6,0
156,堡林,2015-07-10,28.0,22.3,34.2,0,23.2,55.0,77.1,28.5,1003.8,1014.3,1009.7,1012.0,14.4,8.3,23.49,0,0,5.6,2.4,30.3,21.4,1
156,堡林,2015-07-11,26.3,23.7,30.5,10.0,23.4,62.0,85.4,28.8,999.9,1011.1,1004.3,1008.1,14.4,1.3,9.56,0,0,9.0,3.9,27.0,23.5,1
156,堡林,2015-07-12,24.9,23.4,26.6,28.3,23.6,84.0,92.5,29.1,986.0,1004.3,989.0,994.0,14.4,0.0,5.04,0,0,10.0,7.4,24.7,22.3,1
156,堡林,2015-07-13,23.0,21.5,26.1,3.4,21.6,81.0,92.4,25.8,990.6,1003.3,991.9,998.8,14.3,0.2,7.98,0,0,8.8,6.4,23.9,20.6,0
156,堡林,2015-07-14,25.8,21.0,30.7,0,22.2,60.0,81.9,26.9,996.3,1006.1,1003.1,1004.5,14.3,7.8,23.03,0,0,4.8,3.4,28.1,19.6,1
156,堡林,2015-07-15,25.2,23.1,30.5,13.7,23.2,62.0,89.8,28.5,997.3,1006.8,1003.7,1005.5,14.3,3.2,15.63,0,0,8.3,5.4,26.2,22.4,0
156,堡林,2015-07-16,25.6,21.3,29.7,0,19.7,55.0,71.4,23.0,996.1,1006.1,1002.5,1004.2,14.3,11.7,26.03,0,0,4.1,3.1,28.4,20.9,0
